Event1 onset,Trial type,ISI1,Event1Dur
0.0,2.0,1.9,2.5
4.3843,1.0,3.5,2.5
10.3967,2.0,1.1,2.5
13.9656,1.0,7.0,2.5
20.4656,2.0,4.0,2.5
26.9656,2.0,0.0,2.5
29.5081,2.0,0.6,2.5
32.6319,1.0,4.0,2.5
39.1319,1.0,0.5,2.5
42.128,2.0,1.2,2.5
45.8257,2.0,3.3,2.5
51.6209,2.0,1.7,2.5
55.8316,2.0,0.3,2.5
58.616,1.0,0.8,2.5
61.9026,2.0,1.1,2.5
65.4792,1.0,0.7,2.5
68.6472,2.0,4.0,2.5
75.1472,2.0,0.1,2.5
77.7519,2.0,0.2,2.5
80.4173,2.0,4.0,2.5
86.9173,1.0,4.8,2.5
91.1911,2.0,4.0,2.5
97.6911,1.0,0.8,2.5
101.0295,2.0,4.0,2.5
107.5295,1.0,0.1,2.5
110.1721,1.0,0.0,2.5
112.6826,2.0,0.5,2.5
115.6475,1.0,4.0,2.5
122.1475,2.0,7.0,2.5
128.6475,1.0,0.5,2.5
131.6043,1.0,0.4,2.5
134.5101,2.0,0.4,2.5
137.4158,1.0,1.7,2.5
141.6219,2.0,2.6,2.5
146.7048,2.0,7.0,2.5
153.2048,2.0,0.3,2.5
156.0276,1.0,0.5,2.5
158.9925,1.0,4.0,2.5
165.4925,2.0,0.4,2.5
168.3815,2.0,1.2,2.5
172.1237,2.0,3.1,2.5
177.6829,1.0,1.2,2.5
181.4221,1.0,0.3,2.5
184.2234,2.0,0.0,2.5
186.7339,2.0,1.4,2.5
190.6415,1.0,4.0,2.5
197.1415,2.0,1.2,2.5
200.8807,1.0,1.4,2.5
204.8039,1.0,4.0,2.5
211.2595,1.0,0.2,2.5
213.9288,2.0,0.1,2.5
216.5282,1.0,1.2,2.5
220.278,2.0,0.2,2.5
222.9473,1.0,4.0,2.5
229.4473,1.0,4.0,2.5
235.9473,2.0,0.9,2.5
239.386,1.0,3.7,2.5
245.6245,1.0,5.6,2.5
250.7073,1.0,5.8,2.5
256.032,2.0,0.7,2.5
259.1999,2.0,4.0,2.5
265.6999,2.0,1.6,2.5
269.8093,2.0,1.1,2.5
273.4315,1.0,0.6,2.5
276.5553,1.0,7.0,2.5
283.0553,2.0,0.3,2.5
285.8106,1.0,0.1,2.5
288.4246,2.0,0.8,2.5
291.763,1.0,4.0,2.5
298.263,1.0,0.1,2.5
300.8624,1.0,2.0,2.5
305.3968,2.0,4.0,2.5
311.8968,1.0,4.0,2.5
318.3968,1.0,0.9,2.5
321.8355,1.0,0.3,2.5
324.6278,2.0,0.8,2.5
327.9,1.0,1.1,2.5
331.4689,2.0,0.3,2.5
334.2703,1.0,1.1,2.5
337.8924,1.0,0.4,2.5
340.8371,2.0,0.1,2.5
343.4511,1.0,3.3,2.5
349.2462,1.0,4.0,2.5
355.7462,2.0,1.4,2.5
359.6695,1.0,0.7,2.5
362.8325,1.0,0.2,2.5
365.498,2.0,0.1,2.5
368.0607,2.0,1.2,2.5
371.8105,1.0,0.3,2.5
374.5952,1.0,0.3,2.5
377.418,2.0,3.5,2.5
383.4547,1.0,1.7,2.5
387.6655,2.0,0.6,2.5
390.7178,1.0,1.4,2.5
394.6254,2.0,4.0,2.5
401.1254,1.0,4.0,2.5
407.6254,1.0,1.9,2.5
412.0191,1.0,1.9,2.5
416.3839,2.0,0.1,2.5
418.9986,1.0,4.0,2.5
425.4986,2.0,0.1,2.5
428.0622,2.0,1.7,2.5
432.2461,1.0,0.0,2.5
434.7887,2.0,7.0,2.5
441.2887,1.0,7.0,2.5
447.7887,2.0,3.8,2.5
454.0585,1.0,0.1,2.5
456.6212,2.0,0.1,2.5
459.2638,1.0,1.8,2.5
463.5293,2.0,0.4,2.5
466.4739,1.0,0.1,2.5
469.0708,1.0,0.1,2.5
471.676,2.0,4.0,2.5
478.176,1.0,6.5,2.5
484.2128,2.0,2.9,2.5
489.5836,2.0,4.0,2.5
496.0836,2.0,0.3,2.5
498.8836,1.0,1.9,2.5
503.2678,2.0,0.3,2.5
506.0392,2.0,1.6,2.5
