Event1 onset,Trial type,ISI1,Event1Dur
0.0,1.0,0.5,2.5
3.0264,2.0,0.1,2.5
5.604,1.0,2.6,2.5
10.7307,1.0,1.0,2.5
14.21,2.0,0.9,2.5
17.5931,2.0,0.2,2.5
20.3217,1.0,3.0,2.5
25.8247,1.0,1.3,2.5
29.6509,2.0,2.1,2.5
34.2688,1.0,1.1,2.5
37.8739,2.0,0.7,2.5
41.052,1.0,4.0,2.5
47.552,1.0,1.2,2.5
51.2892,1.0,0.2,2.5
54.0236,2.0,0.2,2.5
56.7484,1.0,1.7,2.5
60.9346,1.0,6.0,2.5
67.4346,1.0,4.0,2.5
73.9346,2.0,1.0,2.5
77.4139,2.0,3.4,2.5
83.332,2.0,2.2,2.5
88.0236,1.0,0.9,2.5
91.4067,2.0,0.4,2.5
94.3061,1.0,1.6,2.5
98.3626,2.0,5.4,2.5
104.3118,1.0,0.3,2.5
107.1273,1.0,3.4,2.5
113.0454,1.0,1.9,2.5
117.4061,2.0,1.2,2.5
121.1433,1.0,0.3,2.5
123.9148,2.0,4.0,2.5
130.4148,2.0,0.8,2.5
133.6704,2.0,1.6,2.5
137.7529,1.0,3.4,2.5
143.6787,1.0,0.1,2.5
146.2563,2.0,0.8,2.5
149.5123,1.0,0.8,2.5
152.7686,2.0,4.0,2.5
159.2602,2.0,0.3,2.5
162.0515,1.0,0.1,2.5
164.6283,2.0,0.3,2.5
167.4376,2.0,6.0,2.5
173.9376,2.0,2.1,2.5
178.5176,1.0,3.7,2.5
184.7404,1.0,0.4,2.5
187.5987,1.0,1.0,2.5
191.0783,2.0,0.4,2.5
193.9366,2.0,4.0,2.5
200.4366,1.0,6.0,2.5
206.9366,1.0,0.1,2.5
209.5147,1.0,4.7,2.5
214.7463,2.0,0.8,2.5
218.0086,2.0,0.5,2.5
221.0139,1.0,0.3,2.5
223.8232,2.0,3.6,2.5
227.9352,1.0,1.4,2.5
231.8392,1.0,1.7,2.5
236.0837,1.0,4.0,2.5
242.5837,2.0,4.0,2.5
249.0837,2.0,3.5,2.5
255.0896,2.0,2.3,2.5
259.9088,2.0,0.8,2.5
263.1651,2.0,1.0,2.5
266.7045,1.0,2.8,2.5
272.0335,1.0,5.1,2.5
277.6085,2.0,0.2,2.5
280.2855,1.0,0.7,2.5
283.4908,1.0,4.0,2.5
289.9908,1.0,4.0,2.5
296.4908,2.0,0.1,2.5
299.0479,1.0,4.0,2.5
305.5396,2.0,0.4,2.5
308.4681,2.0,4.0,2.5
314.9681,1.0,1.1,2.5
318.5289,1.0,0.1,2.5
321.1173,2.0,0.5,2.5
324.1236,1.0,3.5,2.5
330.1295,1.0,0.5,2.5
333.1348,1.0,0.5,2.5
336.0889,2.0,3.7,2.5
342.3116,1.0,4.0,2.5
348.8116,1.0,4.0,2.5
355.3116,2.0,6.0,2.5
361.8116,2.0,3.1,2.5
367.4038,1.0,1.0,2.5
370.8614,2.0,0.0,2.5
373.3981,1.0,4.0,2.5
379.8981,2.0,2.7,2.5
385.1298,1.0,0.8,2.5
388.3859,2.0,0.1,2.5
390.9893,2.0,1.0,2.5
394.4469,1.0,0.7,2.5
397.625,2.0,5.0,2.5
403.1281,2.0,1.6,2.5
407.2188,2.0,4.0,2.5
413.7188,2.0,4.0,2.5
420.2188,1.0,0.4,2.5
423.1473,2.0,0.3,2.5
425.9773,1.0,0.2,2.5
428.7021,1.0,0.9,2.5
432.0573,2.0,4.0,2.5
438.5573,2.0,2.0,2.5
443.0994,1.0,2.1,2.5
447.6794,2.0,3.1,2.5
453.2691,2.0,0.4,2.5
456.1934,1.0,0.2,2.5
458.8813,1.0,5.2,2.5
464.6288,2.0,4.0,2.5
471.1288,1.0,0.3,2.5
473.92,2.0,0.3,2.5
476.6915,1.0,1.1,2.5
480.2535,2.0,0.2,2.5
482.9237,1.0,0.1,2.5
485.4808,2.0,4.0,2.5
491.9808,2.0,0.2,2.5
494.7281,1.0,2.3,2.5
499.5486,2.0,4.0,2.5
506.0486,1.0,4.0,2.5
512.5486,2.0,1.0,2.5
516.0824,2.0,1.4,2.5
