Event1 onset,Trial type,ISI1,Event1Dur
0.0,2.0,0.0,2.5
2.529,1.0,0.4,2.5
5.4145,2.0,0.4,2.5
8.3212,1.0,0.1,2.5
10.9382,2.0,0.7,2.5
14.1179,2.0,1.6,2.5
18.1838,1.0,0.9,2.5
21.5909,1.0,1.7,2.5
25.7442,2.0,1.2,2.5
29.4031,1.0,2.3,2.5
34.252,2.0,0.1,2.5
36.8966,2.0,0.2,2.5
39.5666,1.0,4.0,2.5
46.0666,2.0,2.1,2.5
50.6234,1.0,4.3,2.5
56.0837,1.0,4.0,2.5
62.5837,2.0,0.4,2.5
65.4692,1.0,0.3,2.5
68.3161,1.0,0.5,2.5
71.2797,1.0,5.3,2.5
77.7797,1.0,4.0,2.5
84.2797,2.0,4.0,2.5
90.7797,1.0,2.2,2.5
95.5127,2.0,4.0,2.5
102.0127,1.0,0.6,2.5
105.1015,2.0,0.5,2.5
108.0757,1.0,1.2,2.5
111.7347,2.0,0.8,2.5
115.0154,1.0,4.0,2.5
121.5154,1.0,3.0,2.5
126.968,2.0,4.0,2.5
133.468,2.0,4.0,2.5
139.968,1.0,5.1,2.5
146.2845,2.0,0.1,2.5
148.8477,1.0,1.7,2.5
153.0732,2.0,1.5,2.5
157.0781,1.0,2.2,2.5
161.7522,1.0,1.6,2.5
165.8181,2.0,0.6,2.5
168.9069,1.0,4.0,2.5
175.4069,2.0,1.3,2.5
179.2215,2.0,1.4,2.5
183.1219,2.0,0.1,2.5
185.7482,1.0,1.5,2.5
189.7531,1.0,2.9,2.5
195.1531,2.0,0.7,2.5
198.4029,1.0,4.0,2.5
204.8762,2.0,5.3,2.5
211.3762,1.0,0.6,2.5
214.5122,2.0,2.1,2.5
219.0927,1.0,2.9,2.5
224.5409,1.0,4.0,2.5
231.0409,2.0,2.0,2.5
235.5007,1.0,4.0,2.5
242.0007,1.0,0.8,2.5
245.325,2.0,4.0,2.5
251.825,2.0,0.3,2.5
254.672,1.0,0.4,2.5
257.5311,1.0,0.4,2.5
260.4767,2.0,1.7,2.5
264.6834,1.0,2.8,2.5
270.0151,2.0,0.3,2.5
272.8413,2.0,3.0,2.5
278.2939,2.0,2.5,2.5
283.3434,2.0,0.7,2.5
286.4939,1.0,0.4,2.5
289.3958,1.0,0.5,2.5
292.37,1.0,2.0,2.5
296.8298,2.0,4.0,2.5
303.3298,1.0,5.3,2.5
309.8298,1.0,2.1,2.5
314.3866,2.0,2.8,2.5
319.7183,1.0,0.1,2.5
322.2814,2.0,0.4,2.5
325.1405,2.0,4.0,2.5
331.6405,2.0,4.0,2.5
338.1405,1.0,4.0,2.5
344.6405,2.0,5.0,2.5
350.8789,2.0,4.4,2.5
356.4612,2.0,0.6,2.5
359.5972,1.0,3.3,2.5
364.1159,2.0,0.1,2.5
366.7605,2.0,1.5,2.5
370.7517,1.0,1.2,2.5
374.4413,2.0,3.8,2.5
380.7578,1.0,1.6,2.5
384.8687,1.0,0.1,2.5
387.5133,2.0,4.0,2.5
393.9667,2.0,0.4,2.5
396.8289,1.0,0.9,2.5
400.2011,2.0,2.0,2.5
404.7197,2.0,0.2,2.5
407.4138,1.0,3.7,2.5
412.3168,2.0,0.9,2.5
415.689,1.0,0.3,2.5
418.5383,1.0,4.1,2.5
423.8178,1.0,2.2,2.5
428.5401,1.0,1.8,2.5
432.876,2.0,1.2,2.5
436.5656,2.0,1.0,2.5
440.0608,1.0,0.7,2.5
443.3106,1.0,0.4,2.5
446.1728,2.0,2.8,2.5
451.516,1.0,4.0,2.5
458.016,1.0,4.0,2.5
464.516,2.0,4.0,2.5
471.016,2.0,2.2,2.5
475.7489,2.0,3.5,2.5
481.7251,1.0,0.1,2.5
484.3444,2.0,0.2,2.5
487.0573,1.0,0.8,2.5
490.3204,2.0,4.0,2.5
496.8204,2.0,1.0,2.5
500.3409,1.0,0.0,2.5
502.8699,1.0,0.0,2.5
505.3943,2.0,1.7,2.5
509.5476,2.0,0.8,2.5
512.8107,1.0,4.0,2.5
519.3107,1.0,1.3,2.5
523.1253,2.0,1.1,2.5
