Event1 onset	Trial type	ISI1	Event1Dur	
0.0000	2.0000	2.7507	2.2000	
4.9507	2.0000	5.0000	2.2000	
12.1507	2.0000	2.1450	2.2000	
16.4957	1.0000	0.9610	2.2000	
19.6567	2.0000	5.0000	2.2000	
26.8567	1.0000	4.3521	2.2000	
33.4088	2.0000	0.9248	2.2000	
36.5336	1.0000	2.7018	2.2000	
41.4354	2.0000	0.9039	2.2000	
44.5394	1.0000	2.4138	2.2000	
49.1531	2.0000	1.0082	2.2000	
52.3613	1.0000	2.0085	2.2000	
56.5698	1.0000	2.3969	2.2000	
61.1667	2.0000	0.8593	2.2000	
64.2260	2.0000	1.2888	2.2000	
67.7148	1.0000	2.1711	2.2000	
72.0860	2.0000	2.8780	2.2000	
77.1640	1.0000	1.9798	2.2000	
81.3437	1.0000	2.9570	2.2000	
86.5008	2.0000	2.5336	2.2000	
91.2343	2.0000	2.0240	2.2000	
95.4584	1.0000	2.4634	2.2000	
100.1218	2.0000	0.7258	2.2000	
103.0476	1.0000	1.2911	2.2000	
106.5388	1.0000	0.6013	2.2000	
109.3401	2.0000	0.7221	2.2000	
112.2621	1.0000	0.7211	2.2000	
115.1832	2.0000	4.6992	2.2000	
122.0824	1.0000	1.0763	2.2000	
125.3587	2.0000	2.7018	2.2000	
130.2605	1.0000	5.0000	2.2000	
137.4605	1.0000	0.5248	2.2000	
140.1853	2.0000	1.2911	2.2000	
143.6765	1.0000	0.5039	2.2000	
146.3804	2.0000	0.8473	2.2000	
149.4277	1.0000	5.0000	2.2000	
156.6277	1.0000	0.7740	2.2000	
159.6016	2.0000	2.4925	2.2000	
164.2941	1.0000	3.6609	2.2000	
170.1550	2.0000	5.0000	2.2000	
177.3550	2.0000	2.4138	2.2000	
181.9688	1.0000	4.7453	2.2000	
188.9140	2.0000	0.8916	2.2000	
192.0056	1.0000	0.8916	2.2000	
195.0972	1.0000	3.4886	2.2000	
200.7858	2.0000	5.0000	2.2000	
207.9858	1.0000	1.5185	2.2000	
211.7043	1.0000	4.5854	2.2000	
218.4897	2.0000	0.9554	2.2000	
221.6452	1.0000	2.2523	2.2000	
226.0975	1.0000	0.5244	2.2000	
228.8219	1.0000	2.3304	2.2000	
233.3524	2.0000	2.5568	2.2000	
238.1092	1.0000	1.6837	2.2000	
241.9929	1.0000	2.1982	2.2000	
246.3911	1.0000	0.8055	2.2000	
249.3965	1.0000	5.0000	2.2000	
256.5965	2.0000	0.6846	2.2000	
259.4811	2.0000	0.8505	2.2000	
262.5317	1.0000	0.9224	2.2000	
265.6541	1.0000	1.5316	2.2000	
269.3857	2.0000	4.6304	2.2000	
276.2161	2.0000	4.1747	2.2000	
282.5907	2.0000	0.9224	2.2000	
285.7131	2.0000	4.4790	2.2000	
292.3921	2.0000	5.0000	2.2000	
299.5921	1.0000	4.1747	2.2000	
305.9667	2.0000	1.7119	2.2000	
309.8786	2.0000	0.8578	2.2000	
312.9365	1.0000	1.0036	2.2000	
316.1401	2.0000	1.5339	2.2000	
319.8740	2.0000	1.0120	2.2000	
323.0861	1.0000	2.2691	2.2000	
327.5552	1.0000	2.1450	2.2000	
331.9002	1.0000	3.3852	2.2000	
337.4853	2.0000	5.0000	2.2000	
344.6853	1.0000	5.0000	2.2000	
351.8853	2.0000	5.0000	2.2000	
359.0853	2.0000	0.6194	2.2000	
361.9047	2.0000	4.0384	2.2000	
368.1432	2.0000	5.0000	2.2000	
375.3432	1.0000	1.4677	2.2000	
379.0109	2.0000	4.0076	2.2000	
385.2185	2.0000	4.3521	2.2000	
391.7706	1.0000	0.9084	2.2000	
394.8790	1.0000	0.6153	2.2000	
397.6943	2.0000	0.6013	2.2000	
400.4956	1.0000	0.5887	2.2000	
403.2843	1.0000	0.8578	2.2000	
406.3421	1.0000	5.0000	2.2000	
413.5421	2.0000	0.5244	2.2000	
416.2665	1.0000	5.0000	2.2000	
423.4665	2.0000	1.5708	2.2000	
427.2373	2.0000	1.4578	2.2000	
430.8952	2.0000	1.3866	2.2000	
434.4817	1.0000	1.5708	2.2000	
438.2525	2.0000	2.0414	2.2000	
442.4939	1.0000	4.0384	2.2000	
448.7323	2.0000	1.5316	2.2000	
452.4640	1.0000	0.6000	2.2000	
455.2639	2.0000	0.5248	2.2000	
457.9887	1.0000	0.5743	2.2000	
460.7630	1.0000	1.0120	2.2000	
463.9750	2.0000	0.6153	2.2000	
466.7903	2.0000	0.9990	2.2000	
469.9893	1.0000	0.5192	2.2000	
472.7085	2.0000	1.3626	2.2000	
476.2712	1.0000	0.8593	2.2000	
479.3305	2.0000	1.9798	2.2000	
483.5103	1.0000	3.2975	2.2000	
489.0078	2.0000	3.9593	2.2000	
495.1671	1.0000	5.0000	2.2000	
502.3671	2.0000	1.9142	2.2000	
506.4812	2.0000	3.6609	2.2000	
512.3421	1.0000	2.8780	2.2000	
517.4201	2.0000	4.7453	2.2000	
524.3654	1.0000	0.9248	2.2000	
527.4902	2.0000	2.1711	2.2000	
531.8613	1.0000	5.0000	2.2000	
539.0613	1.0000	5.0000	2.2000	

