Event1 onset	Trial type	ISI1	Event1Dur	
0.0000	2.0000	5.0000	2.2000	
7.2000	1.0000	1.5080	2.2000	
10.9080	2.0000	1.4668	2.2000	
14.5748	2.0000	3.9702	2.2000	
20.7450	2.0000	4.3449	2.2000	
27.2899	2.0000	1.2145	2.2000	
30.7045	1.0000	2.5285	2.2000	
35.4330	2.0000	0.8140	2.2000	
38.4470	1.0000	5.0000	2.2000	
45.6470	1.0000	1.6096	2.2000	
49.4566	2.0000	1.7887	2.2000	
53.4453	1.0000	0.9834	2.2000	
56.6288	1.0000	4.2395	2.2000	
63.0682	1.0000	4.3449	2.2000	
69.6131	2.0000	5.0000	2.2000	
76.8131	1.0000	5.0000	2.2000	
84.0131	1.0000	2.0684	2.2000	
88.2815	2.0000	0.6428	2.2000	
91.1244	2.0000	1.6240	2.2000	
94.9484	1.0000	1.3487	2.2000	
98.4971	2.0000	4.7839	2.2000	
105.4809	2.0000	0.7509	2.2000	
108.4318	1.0000	4.7839	2.2000	
115.4156	1.0000	3.4221	2.2000	
121.0378	1.0000	4.7348	2.2000	
127.9726	2.0000	0.5048	2.2000	
130.6774	2.0000	1.6208	2.2000	
134.4981	2.0000	0.6272	2.2000	
137.3253	1.0000	1.7220	2.2000	
141.2474	1.0000	4.4447	2.2000	
147.8920	1.0000	1.8020	2.2000	
151.8940	2.0000	4.7348	2.2000	
158.8288	1.0000	0.9775	2.2000	
162.0064	1.0000	0.5048	2.2000	
164.7112	1.0000	1.1415	2.2000	
168.0526	2.0000	0.6631	2.2000	
170.9157	2.0000	0.8454	2.2000	
173.9611	1.0000	0.6425	2.2000	
176.8037	2.0000	0.7345	2.2000	
179.7382	1.0000	1.7887	2.2000	
183.7269	2.0000	0.9712	2.2000	
186.8981	1.0000	0.7683	2.2000	
189.8664	1.0000	0.8798	2.2000	
192.9463	1.0000	0.9684	2.2000	
196.1147	2.0000	5.0000	2.2000	
203.3147	1.0000	1.1263	2.2000	
206.6410	2.0000	5.0000	2.2000	
213.8410	2.0000	1.1726	2.2000	
217.2136	1.0000	3.1263	2.2000	
222.5398	1.0000	0.5804	2.2000	
225.3202	1.0000	0.6883	2.2000	
228.2086	2.0000	4.7367	2.2000	
235.1453	1.0000	5.0000	2.2000	
242.3453	2.0000	1.5745	2.2000	
246.1197	1.0000	0.9987	2.2000	
249.3184	2.0000	4.6388	2.2000	
256.1573	2.0000	5.0000	2.2000	
263.3573	1.0000	0.7509	2.2000	
266.3082	2.0000	1.0243	2.2000	
269.5324	2.0000	3.7422	2.2000	
275.4747	1.0000	1.1726	2.2000	
278.8472	1.0000	1.2132	2.2000	
282.2604	2.0000	3.3161	2.2000	
287.7764	2.0000	4.4447	2.2000	
294.4211	2.0000	5.0000	2.2000	
301.6211	2.0000	5.0000	2.2000	
308.8211	2.0000	3.4482	2.2000	
314.4693	1.0000	1.9158	2.2000	
318.5851	1.0000	3.3161	2.2000	
324.1012	2.0000	4.2395	2.2000	
330.5406	1.0000	1.0243	2.2000	
333.7649	2.0000	0.9894	2.2000	
336.9543	1.0000	3.2462	2.2000	
342.4005	1.0000	1.2145	2.2000	
345.8150	2.0000	1.2132	2.2000	
349.2282	2.0000	2.0339	2.2000	
353.4621	1.0000	0.8454	2.2000	
356.5075	1.0000	3.9702	2.2000	
362.6777	2.0000	5.0000	2.2000	
369.8777	2.0000	0.5696	2.2000	
372.6473	1.0000	5.0000	2.2000	
379.8473	2.0000	3.2159	2.2000	
385.2631	2.0000	0.9987	2.2000	
388.4618	1.0000	2.1006	2.2000	
392.7624	2.0000	2.6073	2.2000	
397.5697	2.0000	0.5812	2.2000	
400.3509	1.0000	0.6631	2.2000	
403.2140	2.0000	5.0000	2.2000	
410.4140	2.0000	4.5204	2.2000	
417.1343	1.0000	0.9253	2.2000	
420.2597	1.0000	4.7780	2.2000	
427.2377	2.0000	0.7683	2.2000	
430.2060	1.0000	5.0000	2.2000	
437.4060	1.0000	0.6272	2.2000	
440.2332	2.0000	0.5953	2.2000	
443.0286	1.0000	0.5696	2.2000	
445.7982	2.0000	0.6883	2.2000	
448.6865	2.0000	3.8898	2.2000	
454.7763	2.0000	0.9775	2.2000	
457.9539	1.0000	5.0000	2.2000	
465.1539	2.0000	5.0000	2.2000	
472.3539	1.0000	0.8140	2.2000	
475.3679	2.0000	3.2462	2.2000	
480.8140	1.0000	3.8898	2.2000	
486.9039	2.0000	3.6370	2.2000	
492.7408	1.0000	3.4482	2.2000	
498.3890	2.0000	0.7880	2.2000	
501.3771	1.0000	1.2278	2.2000	
504.8049	2.0000	1.9956	2.2000	
509.0005	1.0000	1.1187	2.2000	
512.3192	2.0000	1.9124	2.2000	
516.4316	2.0000	2.5865	2.2000	
521.2181	1.0000	0.8254	2.2000	
524.2435	1.0000	5.0000	2.2000	
531.4435	1.0000	5.0000	2.2000	
538.6435	1.0000	0.6949	2.2000	
541.5384	1.0000	5.0000	2.2000	
548.7384	2.0000	0.9253	2.2000	
551.8637	1.0000	5.0000	2.2000	
559.0637	2.0000	3.3182	2.2000	

