Event1 onset	Trial type	ISI1	Event1Dur	
0.0000	1.0000	0.5762	2.2000	
2.7762	2.0000	0.8331	2.2000	
5.8093	2.0000	0.8758	2.2000	
8.8851	1.0000	5.0000	2.2000	
16.0851	2.0000	1.8057	2.2000	
20.0908	2.0000	1.1115	2.2000	
23.4023	2.0000	1.2479	2.2000	
26.8502	2.0000	5.0000	2.2000	
34.0502	1.0000	1.4580	2.2000	
37.7082	2.0000	5.0000	2.2000	
44.9082	1.0000	1.8787	2.2000	
48.9870	2.0000	0.6640	2.2000	
51.8510	1.0000	0.9370	2.2000	
54.9880	1.0000	1.2041	2.2000	
58.3921	2.0000	1.0032	2.2000	
61.5953	1.0000	2.0965	2.2000	
65.8918	1.0000	1.0764	2.2000	
69.1682	2.0000	1.3330	2.2000	
72.7012	1.0000	1.3191	2.2000	
76.2203	1.0000	0.5151	2.2000	
78.9353	1.0000	5.0000	2.2000	
86.1353	2.0000	2.7579	2.2000	
91.0932	2.0000	3.0770	2.2000	
96.3702	2.0000	1.4857	2.2000	
100.0559	2.0000	1.0793	2.2000	
103.3352	1.0000	1.0613	2.2000	
106.5965	2.0000	0.9370	2.2000	
109.7335	2.0000	1.0681	2.2000	
113.0016	1.0000	1.0669	2.2000	
116.2685	1.0000	0.5147	2.2000	
118.9831	2.0000	2.4468	2.2000	
123.6299	2.0000	5.0000	2.2000	
130.8299	1.0000	2.6991	2.2000	
135.7290	1.0000	2.2375	2.2000	
140.1665	1.0000	1.4255	2.2000	
143.7920	2.0000	2.4005	2.2000	
148.3924	2.0000	5.0000	2.2000	
155.5924	2.0000	1.4838	2.2000	
159.2762	1.0000	5.0000	2.2000	
166.4762	2.0000	2.9854	2.2000	
171.6616	1.0000	4.6350	2.2000	
178.4966	2.0000	4.6902	2.2000	
185.3868	2.0000	4.3052	2.2000	
191.8920	2.0000	1.1231	2.2000	
195.2151	1.0000	1.6330	2.2000	
199.0481	1.0000	2.3461	2.2000	
203.5942	2.0000	4.0168	2.2000	
209.8110	1.0000	1.9030	2.2000	
213.9140	2.0000	0.5147	2.2000	
216.6287	1.0000	0.8685	2.2000	
219.6972	2.0000	3.9806	2.2000	
225.8778	2.0000	1.1332	2.2000	
229.2110	2.0000	2.8406	2.2000	
234.2516	2.0000	0.9996	2.2000	
237.4513	1.0000	5.0000	2.2000	
244.6513	2.0000	1.4259	2.2000	
248.2771	2.0000	2.3461	2.2000	
252.8232	2.0000	1.7243	2.2000	
256.7475	1.0000	0.8423	2.2000	
259.7898	2.0000	2.2375	2.2000	
264.2273	2.0000	1.3191	2.2000	
267.7464	1.0000	1.1643	2.2000	
271.1106	2.0000	1.2932	2.2000	
274.6039	1.0000	0.7852	2.2000	
277.5891	2.0000	0.6454	2.2000	
280.4345	1.0000	3.6290	2.2000	
286.2635	2.0000	0.9141	2.2000	
289.3776	2.0000	0.8893	2.2000	
292.4669	1.0000	5.0000	2.2000	
299.6669	1.0000	5.0000	2.2000	
306.8669	1.0000	4.8465	2.2000	
313.9134	2.0000	2.1842	2.2000	
318.2976	2.0000	0.8910	2.2000	
321.3886	1.0000	1.7980	2.2000	
325.3866	1.0000	5.0000	2.2000	
332.5866	1.0000	1.2812	2.2000	
336.0677	2.0000	1.9553	2.2000	
340.2230	2.0000	0.7565	2.2000	
343.1795	1.0000	0.5428	2.2000	
345.9223	2.0000	1.9777	2.2000	
350.1000	1.0000	0.6574	2.2000	
352.9574	2.0000	4.7182	2.2000	
359.8756	2.0000	0.6134	2.2000	
362.6889	1.0000	2.4897	2.2000	
367.3786	2.0000	3.3981	2.2000	
372.9768	2.0000	1.6414	2.2000	
376.8182	2.0000	4.5214	2.2000	
383.5396	2.0000	3.6947	2.2000	
389.4343	1.0000	1.9777	2.2000	
393.6120	2.0000	1.6330	2.2000	
397.4450	1.0000	2.3209	2.2000	
401.9659	2.0000	0.9422	2.2000	
405.1081	1.0000	0.5321	2.2000	
407.8401	2.0000	2.3071	2.2000	
412.3473	1.0000	4.8250	2.2000	
419.3723	2.0000	0.7398	2.2000	
422.3121	2.0000	0.7852	2.2000	
425.2973	1.0000	2.3535	2.2000	
429.8508	2.0000	1.6786	2.2000	
433.7294	2.0000	0.6744	2.2000	
436.6038	1.0000	5.0000	2.2000	
443.8038	2.0000	3.0389	2.2000	
449.0427	1.0000	1.4165	2.2000	
452.6592	1.0000	0.5435	2.2000	
455.4028	2.0000	4.9689	2.2000	
462.5716	1.0000	1.3243	2.2000	
466.0959	1.0000	2.5919	2.2000	
470.8878	2.0000	1.4344	2.2000	
474.5222	1.0000	5.0000	2.2000	
481.7222	1.0000	1.4707	2.2000	
485.3929	2.0000	2.4564	2.2000	
490.0493	2.0000	2.0682	2.2000	
494.3175	1.0000	0.8875	2.2000	
497.4050	2.0000	0.9189	2.2000	
500.5239	2.0000	1.4118	2.2000	
504.1357	1.0000	1.0793	2.2000	
507.4150	2.0000	1.9030	2.2000	
511.5181	1.0000	2.5708	2.2000	
516.2889	2.0000	5.0000	2.2000	
523.4889	2.0000	2.6078	2.2000	
528.2967	1.0000	4.0228	2.2000	
534.5195	2.0000	5.0000	2.2000	
541.7195	1.0000	0.5106	2.2000	
544.4301	1.0000	1.4858	2.2000	
548.1159	1.0000	0.6525	2.2000	
550.9684	2.0000	1.4671	2.2000	
554.6355	1.0000	0.9055	2.2000	
557.7410	2.0000	1.1731	2.2000	
561.1141	1.0000	0.5021	2.2000	
563.8162	1.0000	1.5685	2.2000	
567.5847	2.0000	0.8092	2.2000	
570.5939	1.0000	5.0000	2.2000	
577.7939	1.0000	1.4146	2.2000	
581.4085	1.0000	1.3748	2.2000	
584.9833	2.0000	0.6743	2.2000	
587.8575	1.0000	5.0000	2.2000	
595.0575	2.0000	0.5004	2.2000	
597.7579	1.0000	4.0168	2.2000	
603.9747	2.0000	0.8423	2.2000	
607.0170	2.0000	2.0443	2.2000	
611.2613	1.0000	1.1657	2.2000	
614.6270	1.0000	2.3828	2.2000	
619.2098	1.0000	2.1836	2.2000	
623.5934	1.0000	4.4871	2.2000	
630.2805	1.0000	5.0000	2.2000	
637.4805	2.0000	0.7704	2.2000	
640.4509	1.0000	5.0000	2.2000	
647.6509	1.0000	0.6097	2.2000	
650.4605	2.0000	2.3812	2.2000	
655.0417	2.0000	2.2172	2.2000	
659.4589	2.0000	0.6574	2.2000	
662.3163	1.0000	2.2863	2.2000	
666.8026	2.0000	3.6290	2.2000	
672.6317	1.0000	0.6640	2.2000	
675.4957	1.0000	0.8220	2.2000	
678.5177	1.0000	1.4259	2.2000	
682.1436	2.0000	2.4897	2.2000	
686.8333	2.0000	1.3748	2.2000	
690.4081	2.0000	5.0000	2.2000	
697.6081	2.0000	0.6389	2.2000	
700.4469	2.0000	1.4707	2.2000	
704.1177	1.0000	4.8492	2.2000	
711.1668	2.0000	1.9087	2.2000	
715.2755	1.0000	5.0000	2.2000	
722.4755	1.0000	0.8910	2.2000	
725.5664	1.0000	2.4005	2.2000	
730.1669	2.0000	0.5435	2.2000	
732.9105	2.0000	2.4065	2.2000	
737.5170	1.0000	2.4468	2.2000	
742.1638	2.0000	1.3168	2.2000	
745.6806	1.0000	1.0451	2.2000	
748.9257	2.0000	4.3436	2.2000	
755.4693	1.0000	5.0000	2.2000	
762.6693	1.0000	3.0343	2.2000	
767.9036	2.0000	4.4871	2.2000	
774.5907	1.0000	2.9854	2.2000	
779.7761	2.0000	1.1657	2.2000	
783.1418	2.0000	0.5151	2.2000	
785.8568	1.0000	1.4344	2.2000	
789.4912	1.0000	0.9422	2.2000	
792.6334	2.0000	5.0000	2.2000	
799.8334	1.0000	1.6414	2.2000	
803.6748	1.0000	2.8662	2.2000	
808.7411	2.0000	0.9393	2.2000	
811.8804	2.0000	5.0000	2.2000	
819.0804	2.0000	2.5708	2.2000	
823.8512	2.0000	1.0599	2.2000	
827.1112	1.0000	0.8331	2.2000	
830.1442	2.0000	1.4557	2.2000	
833.7999	1.0000	0.7565	2.2000	
836.7564	2.0000	3.9451	2.2000	
842.9015	1.0000	1.6626	2.2000	
846.7641	2.0000	1.0171	2.2000	
849.9812	2.0000	0.7522	2.2000	
852.9334	1.0000	0.5882	2.2000	
855.7216	1.0000	3.9806	2.2000	
861.9022	1.0000	0.5004	2.2000	
864.6026	1.0000	5.0000	2.2000	
871.8026	2.0000	2.3222	2.2000	
876.3249	1.0000	2.3222	2.2000	
880.8471	2.0000	0.8220	2.2000	
883.8691	2.0000	5.0000	2.2000	
891.0691	2.0000	0.7289	2.2000	
893.9980	1.0000	1.6755	2.2000	
897.8735	1.0000	0.7017	2.2000	
900.7752	2.0000	2.8662	2.2000	
905.8414	1.0000	0.6454	2.2000	
908.6868	2.0000	5.0000	2.2000	
915.8868	1.0000	0.6744	2.2000	
918.7612	1.0000	5.0000	2.2000	
925.9612	1.0000	1.9098	2.2000	
930.0710	1.0000	3.0389	2.2000	
