Event1 onset	Trial type	ISI1	Event1Dur	
0.0000	2.0000	4.0000	2.5000	
6.5000	1.0000	2.4687	2.5000	
11.4687	2.0000	0.8547	2.5000	
14.8234	1.0000	1.3671	2.5000	
18.6905	1.0000	0.8784	2.5000	
22.0689	2.0000	3.7328	2.5000	
28.3017	1.0000	4.0000	2.5000	
34.8017	2.0000	0.2422	2.5000	
37.5438	1.0000	0.1792	2.5000	
40.2231	1.0000	0.3125	2.5000	
43.0356	2.0000	2.6807	2.5000	
48.2163	2.0000	4.0000	2.5000	
54.7163	2.0000	0.6779	2.5000	
57.8942	1.0000	1.8905	2.5000	
62.2847	2.0000	0.4844	2.5000	
65.2690	1.0000	1.4807	2.5000	
69.2498	1.0000	0.7692	2.5000	
72.5190	2.0000	0.8124	2.5000	
75.8314	1.0000	0.6779	2.5000	
79.0093	2.0000	1.1237	2.5000	
82.6330	2.0000	3.2244	2.5000	
88.3574	1.0000	3.4426	2.5000	
94.3000	2.0000	0.6528	2.5000	
97.4527	1.0000	4.0000	2.5000	
103.9527	2.0000	0.7194	2.5000	
107.1722	1.0000	4.0000	2.5000	
113.6722	2.0000	4.0000	2.5000	
120.1722	1.0000	2.8183	2.5000	
125.4905	2.0000	0.5819	2.5000	
128.5724	1.0000	0.7231	2.5000	
131.7955	2.0000	3.4920	2.5000	
137.7875	2.0000	0.2766	2.5000	
140.5641	2.0000	0.7927	2.5000	
143.8568	1.0000	4.0000	2.5000	
150.3568	1.0000	0.9269	2.5000	
153.7837	2.0000	2.0660	2.5000	
158.3497	1.0000	1.7392	2.5000	
162.5889	1.0000	0.8547	2.5000	
165.9436	1.0000	0.6335	2.5000	
169.0771	2.0000	1.5068	2.5000	
173.0839	1.0000	2.9851	2.5000	
178.5690	2.0000	1.6901	2.5000	
182.7592	1.0000	4.0000	2.5000	
189.2592	2.0000	0.6120	2.5000	
192.3712	1.0000	4.0000	2.5000	
198.8712	2.0000	3.2684	2.5000	
204.6396	2.0000	0.8322	2.5000	
207.9718	2.0000	0.5193	2.5000	
210.9912	1.0000	0.3760	2.5000	
213.8672	2.0000	2.9851	2.5000	
219.3523	1.0000	0.4288	2.5000	
222.2811	2.0000	0.0821	2.5000	
224.8633	2.0000	1.7226	2.5000	
229.0859	2.0000	0.2656	2.5000	
231.8515	1.0000	3.7328	2.5000	
238.0843	2.0000	3.3336	2.5000	
243.9179	2.0000	3.7078	2.5000	
250.1257	1.0000	4.0000	2.5000	
256.6257	2.0000	0.4292	2.5000	
259.5548	1.0000	4.0000	2.5000	
266.0548	2.0000	0.3760	2.5000	
268.9309	2.0000	4.0000	2.5000	
275.4309	1.0000	0.0656	2.5000	
277.9965	2.0000	2.2846	2.5000	
282.7811	1.0000	0.2728	2.5000	
285.5539	2.0000	0.1792	2.5000	
288.2332	1.0000	2.4951	2.5000	
293.2283	1.0000	4.0000	2.5000	
299.7283	1.0000	0.7525	2.5000	
302.9808	1.0000	1.7283	2.5000	
307.2092	2.0000	2.4687	2.5000	
312.1778	1.0000	0.6120	2.5000	
315.2898	2.0000	1.9747	2.5000	
319.7646	2.0000	0.4809	2.5000	
322.7455	1.0000	0.8150	2.5000	
326.0605	2.0000	0.0656	2.5000	
328.6261	1.0000	1.1072	2.5000	
332.2333	2.0000	4.0000	2.5000	
338.7333	1.0000	2.1767	2.5000	
343.4100	2.0000	0.4073	2.5000	
346.3172	1.0000	0.2422	2.5000	
349.0594	1.0000	0.3579	2.5000	
351.9174	1.0000	1.7226	2.5000	
356.1400	2.0000	0.1594	2.5000	
358.7993	1.0000	4.0000	2.5000	
365.2993	1.0000	2.8666	2.5000	
370.6659	1.0000	0.6528	2.5000	
373.8186	1.0000	4.0000	2.5000	
380.3186	2.0000	1.8905	2.5000	
384.7091	1.0000	0.2546	2.5000	
387.4637	1.0000	0.4297	2.5000	
390.3934	1.0000	2.7858	2.5000	
395.6792	2.0000	0.3579	2.5000	
398.5372	2.0000	0.2089	2.5000	
401.2461	1.0000	0.6259	2.5000	
404.3720	1.0000	0.1594	2.5000	
407.0314	2.0000	0.7692	2.5000	
410.3006	2.0000	4.0000	2.5000	
416.8006	2.0000	0.7525	2.5000	
420.0532	2.0000	0.3550	2.5000	
422.9082	1.0000	0.4809	2.5000	
425.8890	2.0000	2.7858	2.5000	
431.1749	1.0000	1.9610	2.5000	
435.6358	2.0000	0.9269	2.5000	
439.0627	1.0000	1.8461	2.5000	
443.4088	1.0000	0.0821	2.5000	
445.9910	2.0000	4.0000	2.5000	
452.4910	2.0000	0.3416	2.5000	
455.3326	1.0000	3.7469	2.5000	
461.5795	1.0000	1.0525	2.5000	
465.1320	2.0000	1.4325	2.5000	
469.0645	1.0000	0.3550	2.5000	
471.9195	2.0000	1.0267	2.5000	
475.4462	1.0000	1.0267	2.5000	
478.9729	1.0000	2.0927	2.5000	
483.5656	2.0000	0.7231	2.5000	
486.7886	1.0000	3.2684	2.5000	
492.5570	2.0000	4.0000	2.5000	
499.0570	2.0000	4.0000	2.5000	
505.5570	2.0000	1.1126	2.5000	

