Event1 onset	Trial type	ISI1	Event1Dur	
0.0000	2.0000	4.4234	2.2000	
6.6234	2.0000	1.8467	2.2000	
10.6701	2.0000	0.5750	2.2000	
13.4451	1.0000	0.5058	2.2000	
16.1509	1.0000	0.6884	2.2000	
19.0393	2.0000	2.2581	2.2000	
23.4974	2.0000	0.5027	2.2000	
26.2002	1.0000	5.0000	2.2000	
33.4002	1.0000	1.0384	2.2000	
36.6386	2.0000	0.9414	2.2000	
39.7800	2.0000	2.2874	2.2000	
44.2674	2.0000	0.8011	2.2000	
47.2685	1.0000	1.4217	2.2000	
50.8902	2.0000	0.9489	2.2000	
54.0391	1.0000	0.5943	2.2000	
56.8334	2.0000	0.7927	2.2000	
59.8261	2.0000	1.1147	2.2000	
63.1408	1.0000	2.7901	2.2000	
68.1309	2.0000	2.0445	2.2000	
72.3754	1.0000	5.0000	2.2000	
79.5754	2.0000	2.3239	2.2000	
84.0993	1.0000	2.5145	2.2000	
88.8138	2.0000	1.4714	2.2000	
92.4852	1.0000	2.0526	2.2000	
96.7378	2.0000	5.0000	2.2000	
103.9378	1.0000	0.5618	2.2000	
106.6996	2.0000	0.5639	2.2000	
109.4635	1.0000	2.5365	2.2000	
114.2000	1.0000	4.2957	2.2000	
120.6957	2.0000	2.6349	2.2000	
125.5305	1.0000	5.0000	2.2000	
132.7305	2.0000	1.1808	2.2000	
136.1114	1.0000	0.5393	2.2000	
138.8507	2.0000	2.5145	2.2000	
143.5652	1.0000	4.8233	2.2000	
150.5885	2.0000	1.3905	2.2000	
154.1790	2.0000	4.0039	2.2000	
160.3828	1.0000	1.1116	2.2000	
163.6944	1.0000	0.5639	2.2000	
166.4583	1.0000	4.5665	2.2000	
173.2248	2.0000	5.0000	2.2000	
180.4248	2.0000	2.7214	2.2000	
185.3463	2.0000	5.0000	2.2000	
192.5463	2.0000	5.0000	2.2000	
199.7463	1.0000	2.5931	2.2000	
204.5394	2.0000	4.5226	2.2000	
211.2620	1.0000	0.7890	2.2000	
214.2510	2.0000	0.8119	2.2000	
217.2630	2.0000	1.1471	2.2000	
220.6101	1.0000	0.9414	2.2000	
223.7515	2.0000	2.5365	2.2000	
228.4881	1.0000	2.7214	2.2000	
233.4095	2.0000	0.6599	2.2000	
236.2693	1.0000	0.9261	2.2000	
239.3954	2.0000	1.5656	2.2000	
243.1610	1.0000	2.8949	2.2000	
248.2559	1.0000	5.0000	2.2000	
255.4559	2.0000	1.8311	2.2000	
259.4870	1.0000	2.8263	2.2000	
264.5132	1.0000	5.0000	2.2000	
271.7132	2.0000	3.6540	2.2000	
277.5673	1.0000	0.8011	2.2000	
280.5683	2.0000	2.1648	2.2000	
284.9332	2.0000	1.0021	2.2000	
288.1352	1.0000	4.4234	2.2000	
294.7586	1.0000	3.9999	2.2000	
300.9585	2.0000	5.0000	2.2000	
308.1585	1.0000	2.5676	2.2000	
312.9261	2.0000	0.9519	2.2000	
316.0780	1.0000	2.5365	2.2000	
320.8145	2.0000	1.2293	2.2000	
324.2438	1.0000	3.7761	2.2000	
330.2199	2.0000	0.5058	2.2000	
332.9256	1.0000	3.1415	2.2000	
338.2671	1.0000	1.2665	2.2000	
341.7336	1.0000	0.8119	2.2000	
344.7455	2.0000	5.0000	2.2000	
351.9455	2.0000	0.5393	2.2000	
354.6848	1.0000	3.4405	2.2000	
360.3253	1.0000	3.9503	2.2000	
366.4757	1.0000	2.1815	2.2000	
370.8571	1.0000	1.0007	2.2000	
374.0579	2.0000	1.0007	2.2000	
377.2586	1.0000	2.2581	2.2000	
381.7167	1.0000	2.2244	2.2000	
386.1411	2.0000	2.7746	2.2000	
391.1157	1.0000	0.6599	2.2000	
393.9755	2.0000	2.7901	2.2000	
398.9656	2.0000	5.0000	2.2000	
406.1656	1.0000	1.0713	2.2000	
409.4369	1.0000	0.5329	2.2000	
412.1698	2.0000	2.0111	2.2000	
416.3809	2.0000	4.8233	2.2000	
423.4042	2.0000	5.0000	2.2000	
430.6042	1.0000	1.1147	2.2000	
433.9189	2.0000	1.9738	2.2000	
438.0927	2.0000	1.3201	2.2000	
441.6128	1.0000	1.1596	2.2000	
444.9724	2.0000	1.6258	2.2000	
448.7981	1.0000	0.9489	2.2000	
451.9470	1.0000	2.1648	2.2000	
456.3119	1.0000	0.9519	2.2000	
459.4637	2.0000	5.0000	2.2000	
466.6637	2.0000	3.9503	2.2000	
472.8141	1.0000	5.0000	2.2000	
480.0141	1.0000	4.8416	2.2000	
487.0557	1.0000	1.4441	2.2000	
490.6998	2.0000	1.9600	2.2000	
494.8598	2.0000	0.7769	2.2000	
497.8366	1.0000	1.9769	2.2000	
502.0135	2.0000	1.7947	2.2000	
506.0082	1.0000	0.5582	2.2000	
508.7664	2.0000	0.5582	2.2000	
511.5246	1.0000	0.6274	2.2000	
514.3520	1.0000	1.4714	2.2000	
518.0234	1.0000	2.3239	2.2000	
522.5473	2.0000	0.5618	2.2000	
525.3091	2.0000	3.1587	2.2000	
530.6678	1.0000	5.0000	2.2000	
537.8678	2.0000	5.0000	2.2000	

