Event1 onset	Trial type	ISI1	Event1Dur	
0.0000	2.0000	0.5455	2.2000	
2.7455	1.0000	0.9664	2.2000	
5.9119	2.0000	0.6270	2.2000	
8.7389	1.0000	1.6214	2.2000	
12.5603	2.0000	1.7938	2.2000	
16.5541	1.0000	0.9285	2.2000	
19.6826	2.0000	4.5359	2.2000	
26.4185	2.0000	3.9668	2.2000	
32.5853	2.0000	1.1254	2.2000	
35.9107	2.0000	0.8507	2.2000	
38.9615	2.0000	1.9273	2.2000	
43.0888	1.0000	1.1044	2.2000	
46.3932	2.0000	0.8778	2.2000	
49.4710	2.0000	2.2474	2.2000	
53.9183	1.0000	1.0684	2.2000	
57.1867	2.0000	2.8796	2.2000	
62.2663	2.0000	5.0000	2.2000	
69.4663	2.0000	1.2910	2.2000	
72.9573	1.0000	4.4475	2.2000	
79.6048	1.0000	5.0000	2.2000	
86.8048	2.0000	1.1627	2.2000	
90.1675	1.0000	0.5022	2.2000	
92.8697	1.0000	0.6298	2.2000	
95.6996	2.0000	0.5004	2.2000	
98.4000	1.0000	3.1220	2.2000	
103.7220	2.0000	5.0000	2.2000	
110.9220	1.0000	0.5848	2.2000	
113.7068	1.0000	3.5068	2.2000	
119.4136	1.0000	0.8507	2.2000	
122.4643	1.0000	1.0306	2.2000	
125.6949	1.0000	5.0000	2.2000	
132.8949	2.0000	1.5123	2.2000	
136.6072	1.0000	0.6139	2.2000	
139.4210	2.0000	1.0684	2.2000	
142.6894	2.0000	0.9519	2.2000	
145.8413	1.0000	2.7813	2.2000	
150.8226	1.0000	4.5359	2.2000	
157.5586	1.0000	4.1347	2.2000	
163.8933	1.0000	1.2086	2.2000	
167.3019	2.0000	2.9344	2.2000	
172.4363	1.0000	0.8778	2.2000	
175.5141	2.0000	0.5053	2.2000	
178.2194	1.0000	0.6601	2.2000	
181.0795	2.0000	2.7568	2.2000	
186.0363	1.0000	5.0000	2.2000	
193.2363	2.0000	4.4475	2.2000	
199.8837	1.0000	1.7991	2.2000	
203.8829	2.0000	0.5848	2.2000	
206.6677	1.0000	2.5555	2.2000	
211.4232	1.0000	0.6414	2.2000	
214.2646	1.0000	2.4172	2.2000	
218.8818	2.0000	3.7921	2.2000	
224.8739	1.0000	4.7382	2.2000	
231.8121	1.0000	1.0288	2.2000	
235.0409	2.0000	1.0957	2.2000	
238.3366	1.0000	5.0000	2.2000	
245.5366	1.0000	2.1774	2.2000	
249.9139	2.0000	5.0000	2.2000	
257.1139	2.0000	1.7991	2.2000	
261.1130	1.0000	2.6554	2.2000	
265.9684	2.0000	5.0000	2.2000	
273.1684	1.0000	0.5053	2.2000	
275.8737	2.0000	5.0000	2.2000	
283.0737	1.0000	2.8796	2.2000	
288.1533	2.0000	0.5333	2.2000	
290.8866	2.0000	5.0000	2.2000	
298.0866	1.0000	4.4402	2.2000	
304.7268	2.0000	4.4751	2.2000	
311.4019	1.0000	0.7417	2.2000	
314.3436	1.0000	0.5004	2.2000	
317.0440	2.0000	0.6401	2.2000	
319.8842	1.0000	1.7938	2.2000	
323.8780	2.0000	0.5071	2.2000	
326.5850	2.0000	3.2129	2.2000	
331.9980	1.0000	2.7333	2.2000	
336.9313	2.0000	2.5943	2.2000	
341.7255	2.0000	0.8023	2.2000	
344.7279	2.0000	2.1774	2.2000	
349.1053	1.0000	0.9519	2.2000	
352.2572	2.0000	1.0306	2.2000	
355.4878	2.0000	5.0000	2.2000	
362.6878	2.0000	1.2410	2.2000	
366.1288	1.0000	1.4344	2.2000	
369.7632	1.0000	5.0000	2.2000	
376.9632	1.0000	5.0000	2.2000	
384.1632	2.0000	1.9688	2.2000	
388.3319	2.0000	4.4033	2.2000	
394.9353	2.0000	3.5438	2.2000	
400.6790	1.0000	1.9688	2.2000	
404.8478	1.0000	2.2474	2.2000	
409.2952	2.0000	5.0000	2.2000	
416.4952	1.0000	1.4663	2.2000	
420.1614	1.0000	5.0000	2.2000	
427.3614	1.0000	5.0000	2.2000	
434.5614	2.0000	0.9664	2.2000	
437.7278	1.0000	0.6270	2.2000	
440.5548	1.0000	0.5505	2.2000	
443.3053	2.0000	0.6930	2.2000	
446.1984	1.0000	1.1627	2.2000	
449.5610	2.0000	0.8531	2.2000	
452.6142	1.0000	1.8281	2.2000	
456.6423	2.0000	3.5728	2.2000	
462.4151	1.0000	4.4054	2.2000	
469.0205	2.0000	5.0000	2.2000	
476.2205	2.0000	0.6821	2.2000	
479.1026	2.0000	1.6974	2.2000	
483.0000	1.0000	2.5831	2.2000	
487.7831	1.0000	1.2910	2.2000	
491.2742	2.0000	3.5068	2.2000	
496.9809	2.0000	2.5805	2.2000	
501.7614	2.0000	2.7813	2.2000	
506.7427	1.0000	1.0379	2.2000	
509.9807	2.0000	1.0567	2.2000	
513.2374	2.0000	0.6601	2.2000	
516.0975	2.0000	3.4799	2.2000	
521.7773	2.0000	2.7333	2.2000	
526.7106	1.0000	3.2418	2.2000	
532.1525	1.0000	3.7921	2.2000	
538.1446	1.0000	2.1077	2.2000	
542.4523	1.0000	4.9932	2.2000	

