Event1 onset	Trial type	ISI1	Event1Dur	
0.0000	1.0000	1.3031	2.2000	
3.5031	2.0000	1.3572	2.2000	
7.0603	1.0000	5.0000	2.2000	
14.2603	2.0000	1.0215	2.2000	
17.4818	2.0000	1.4203	2.2000	
21.1021	2.0000	1.3795	2.2000	
24.6815	1.0000	2.0422	2.2000	
28.9237	1.0000	5.0000	2.2000	
36.1237	2.0000	5.0000	2.2000	
43.3237	2.0000	0.6334	2.2000	
46.1571	2.0000	0.5480	2.2000	
48.9052	1.0000	0.8702	2.2000	
51.9753	2.0000	3.5903	2.2000	
57.7657	1.0000	1.2479	2.2000	
61.2136	2.0000	0.7948	2.2000	
64.2083	1.0000	4.4786	2.2000	
70.8869	2.0000	0.9874	2.2000	
74.0742	1.0000	1.0215	2.2000	
77.2957	1.0000	5.0000	2.2000	
84.4957	2.0000	2.8437	2.2000	
89.5394	2.0000	3.8563	2.2000	
95.5957	1.0000	2.8553	2.2000	
100.6510	2.0000	1.0410	2.2000	
103.8920	1.0000	4.2741	2.2000	
110.3661	1.0000	2.0902	2.2000	
114.6563	2.0000	2.4808	2.2000	
119.3371	1.0000	0.9493	2.2000	
122.4864	2.0000	1.1271	2.2000	
125.8135	1.0000	5.0000	2.2000	
133.0135	1.0000	0.5221	2.2000	
135.7355	1.0000	0.5382	2.2000	
138.4737	2.0000	0.5532	2.2000	
141.2269	1.0000	5.0000	2.2000	
148.4269	2.0000	0.6673	2.2000	
151.2942	2.0000	0.9346	2.2000	
154.4289	1.0000	2.3675	2.2000	
158.9964	1.0000	1.5979	2.2000	
162.7943	1.0000	5.0000	2.2000	
169.9943	1.0000	1.0981	2.2000	
173.2924	2.0000	3.0607	2.2000	
178.5531	1.0000	3.4603	2.2000	
184.2134	2.0000	5.0000	2.2000	
191.4134	1.0000	3.1888	2.2000	
196.8022	2.0000	3.3948	2.2000	
202.3970	2.0000	0.6398	2.2000	
205.2368	1.0000	1.8937	2.2000	
209.3305	1.0000	2.1640	2.2000	
213.6945	2.0000	1.1175	2.2000	
217.0120	1.0000	5.0000	2.2000	
224.2120	1.0000	3.0262	2.2000	
229.4381	2.0000	2.1640	2.2000	
233.8021	2.0000	3.5538	2.2000	
239.5560	1.0000	5.0000	2.2000	
246.7560	1.0000	1.0306	2.2000	
249.9866	1.0000	0.8644	2.2000	
253.0510	2.0000	1.3031	2.2000	
256.5541	1.0000	5.0000	2.2000	
263.7541	2.0000	5.0000	2.2000	
270.9541	2.0000	2.1486	2.2000	
275.3027	1.0000	1.4055	2.2000	
278.9081	2.0000	0.9493	2.2000	
282.0574	1.0000	3.5903	2.2000	
287.8477	2.0000	0.8702	2.2000	
290.9179	2.0000	1.0849	2.2000	
294.2028	2.0000	5.0000	2.2000	
301.4028	1.0000	5.0000	2.2000	
308.6028	2.0000	5.0000	2.2000	
315.8028	1.0000	1.9154	2.2000	
319.9183	1.0000	1.5387	2.2000	
323.6569	1.0000	1.2193	2.2000	
327.0763	1.0000	1.0410	2.2000	
330.3172	2.0000	0.6629	2.2000	
333.1801	1.0000	1.3795	2.2000	
336.7596	2.0000	1.5979	2.2000	
340.5575	2.0000	1.5387	2.2000	
344.2961	1.0000	4.5612	2.2000	
351.0574	1.0000	1.0679	2.2000	
354.3253	2.0000	0.8135	2.2000	
357.3387	2.0000	5.0000	2.2000	
364.5387	2.0000	0.8644	2.2000	
367.6031	1.0000	3.1664	2.2000	
372.9695	1.0000	0.6603	2.2000	
375.8298	2.0000	1.4055	2.2000	
379.4353	2.0000	5.0000	2.2000	
386.6353	1.0000	1.4095	2.2000	
390.2448	2.0000	0.9118	2.2000	
393.3566	1.0000	5.0000	2.2000	
400.5566	2.0000	0.5382	2.2000	
403.2948	1.0000	2.1909	2.2000	
407.6857	2.0000	0.6173	2.2000	
410.5030	1.0000	5.0000	2.2000	
417.7030	1.0000	2.7322	2.2000	
422.6352	2.0000	0.6597	2.2000	
425.4949	2.0000	0.8788	2.2000	
428.5737	2.0000	5.0000	2.2000	
435.7737	2.0000	2.7322	2.2000	
440.7059	2.0000	0.7438	2.2000	
443.6497	1.0000	5.0000	2.2000	
450.8497	2.0000	2.1909	2.2000	
455.2405	1.0000	5.0000	2.2000	
462.4405	1.0000	5.0000	2.2000	
469.6405	1.0000	1.5545	2.2000	
473.3950	1.0000	0.6673	2.2000	
476.2623	2.0000	5.0000	2.2000	
483.4623	1.0000	2.8437	2.2000	
488.5060	2.0000	1.4095	2.2000	
492.1155	2.0000	5.0000	2.2000	
499.3155	2.0000	5.0000	2.2000	
506.5155	1.0000	0.6044	2.2000	
509.3199	2.0000	3.1664	2.2000	
514.6863	2.0000	0.7101	2.2000	
517.5964	2.0000	0.6775	2.2000	
520.4740	1.0000	0.5792	2.2000	
523.2532	1.0000	0.6629	2.2000	
526.1160	2.0000	1.0306	2.2000	
529.3466	1.0000	3.4900	2.2000	
535.0367	2.0000	2.3675	2.2000	
539.6042	1.0000	1.4203	2.2000	
543.2245	2.0000	3.0262	2.2000	
548.4506	1.0000	1.3384	2.2000	

