Event1 onset	Trial type	ISI1	Event1Dur	
0.0000	1.0000	1.5252	2.5000	
4.0252	2.0000	0.8008	2.5000	
7.3259	1.0000	3.7540	2.5000	
13.5799	1.0000	4.0000	2.5000	
20.0799	2.0000	0.3944	2.5000	
22.9743	1.0000	0.1529	2.5000	
25.6272	2.0000	0.6028	2.5000	
28.7299	1.0000	2.0953	2.5000	
33.3253	2.0000	3.1069	2.5000	
38.9321	1.0000	2.4523	2.5000	
43.8844	2.0000	3.1365	2.5000	
49.5209	2.0000	4.0000	2.5000	
56.0209	1.0000	4.0000	2.5000	
62.5209	2.0000	1.3537	2.5000	
66.3747	1.0000	3.4620	2.5000	
72.3367	1.0000	0.0624	2.5000	
74.8990	2.0000	2.6192	2.5000	
80.0182	2.0000	4.0000	2.5000	
86.5182	2.0000	3.7034	2.5000	
92.7216	2.0000	0.7098	2.5000	
95.9314	1.0000	1.4239	2.5000	
99.8553	1.0000	0.3698	2.5000	
102.7251	2.0000	3.8506	2.5000	
109.0757	2.0000	4.0000	2.5000	
115.5757	1.0000	3.4098	2.5000	
121.4854	2.0000	1.0803	2.5000	
125.0658	1.0000	3.3814	2.5000	
130.9472	2.0000	3.7540	2.5000	
137.2012	1.0000	1.0412	2.5000	
140.7424	2.0000	0.7239	2.5000	
143.9663	2.0000	2.8799	2.5000	
149.3462	2.0000	1.3176	2.5000	
153.1638	1.0000	0.2626	2.5000	
155.9264	1.0000	0.8656	2.5000	
159.2921	1.0000	4.0000	2.5000	
165.7921	1.0000	0.3480	2.5000	
168.6401	1.0000	1.3176	2.5000	
172.4577	2.0000	0.2111	2.5000	
175.1688	2.0000	2.5604	2.5000	
180.2292	1.0000	1.1459	2.5000	
183.8751	2.0000	3.0940	2.5000	
189.4691	1.0000	1.5232	2.5000	
193.4923	1.0000	4.0000	2.5000	
199.9923	2.0000	3.5248	2.5000	
206.0172	2.0000	0.8322	2.5000	
209.3493	1.0000	1.1180	2.5000	
212.9673	1.0000	4.0000	2.5000	
219.4673	2.0000	1.9726	2.5000	
223.9399	1.0000	0.9112	2.5000	
227.3510	2.0000	0.0379	2.5000	
229.8889	1.0000	0.7239	2.5000	
233.1128	2.0000	3.0556	2.5000	
238.6685	2.0000	0.3480	2.5000	
241.5165	1.0000	0.1624	2.5000	
244.1789	2.0000	0.1485	2.5000	
246.8273	1.0000	0.7566	2.5000	
250.0839	2.0000	3.3814	2.5000	
255.9654	2.0000	4.0000	2.5000	
262.4654	1.0000	1.6587	2.5000	
266.6241	2.0000	4.0000	2.5000	
273.1241	2.0000	4.0000	2.5000	
279.6241	1.0000	0.2111	2.5000	
282.3352	1.0000	1.0803	2.5000	
285.9155	2.0000	1.6957	2.5000	
290.1112	2.0000	0.2340	2.5000	
292.8452	1.0000	1.8220	2.5000	
297.1671	1.0000	0.8092	2.5000	
300.4764	2.0000	0.0624	2.5000	
303.0388	1.0000	0.4298	2.5000	
305.9686	2.0000	3.6840	2.5000	
312.1526	1.0000	0.3756	2.5000	
315.0282	2.0000	0.1624	2.5000	
317.6906	1.0000	0.4565	2.5000	
320.6470	1.0000	4.0000	2.5000	
327.1470	2.0000	1.1132	2.5000	
330.7602	2.0000	0.9222	2.5000	
334.1824	2.0000	0.2023	2.5000	
336.8847	1.0000	3.1365	2.5000	
342.5212	2.0000	0.2576	2.5000	
345.2788	2.0000	0.8114	2.5000	
348.5902	2.0000	4.0000	2.5000	
355.0902	1.0000	0.0661	2.5000	
357.6563	2.0000	0.2626	2.5000	
360.4189	1.0000	2.1433	2.5000	
365.0622	1.0000	1.1745	2.5000	
368.7367	2.0000	3.6456	2.5000	
374.8823	1.0000	1.1454	2.5000	
378.5277	1.0000	0.5898	2.5000	
381.6175	1.0000	4.0000	2.5000	
388.1175	1.0000	2.9425	2.5000	
393.5600	1.0000	4.0000	2.5000	
400.0600	2.0000	0.0511	2.5000	
402.6111	1.0000	0.0379	2.5000	
405.1490	1.0000	2.7564	2.5000	
410.4054	2.0000	1.4585	2.5000	
414.3639	1.0000	2.7855	2.5000	
419.6494	1.0000	0.3851	2.5000	
422.5344	2.0000	0.2076	2.5000	
425.2420	1.0000	0.0573	2.5000	
427.7994	2.0000	1.1180	2.5000	
431.4173	2.0000	0.0573	2.5000	
433.9746	1.0000	0.0511	2.5000	
436.5257	1.0000	3.5658	2.5000	
442.5915	1.0000	4.0000	2.5000	
449.0915	1.0000	3.0940	2.5000	
454.6855	1.0000	1.9726	2.5000	
459.1581	2.0000	1.1745	2.5000	
462.8327	1.0000	0.3944	2.5000	
465.7271	2.0000	0.5890	2.5000	
468.8160	2.0000	1.1459	2.5000	
472.4619	2.0000	2.7855	2.5000	
477.7474	1.0000	3.8506	2.5000	
484.0980	2.0000	1.4239	2.5000	
488.0219	1.0000	3.7193	2.5000	
494.2413	2.0000	0.1529	2.5000	
496.8941	2.0000	0.3698	2.5000	
499.7639	2.0000	0.3851	2.5000	
502.6489	1.0000	0.6028	2.5000	
505.7517	2.0000	0.6393	2.5000	
508.8910	2.0000	0.8092	2.5000	

