Event1 onset	Trial type	ISI1	Event1Dur	
0.0000	1.0000	2.2207	2.5000	
4.7207	2.0000	0.0568	2.5000	
7.2775	1.0000	0.0095	2.5000	
9.7869	2.0000	0.8626	2.5000	
13.1495	1.0000	0.1610	2.5000	
15.8105	2.0000	1.2553	2.5000	
19.5659	1.0000	0.2264	2.5000	
22.2922	1.0000	2.3263	2.5000	
27.1185	1.0000	0.9469	2.5000	
30.5654	2.0000	0.2134	2.5000	
33.2788	2.0000	0.0845	2.5000	
35.8633	1.0000	4.0000	2.5000	
42.3633	2.0000	2.5971	2.5000	
47.4604	2.0000	0.2914	2.5000	
50.2518	1.0000	0.7095	2.5000	
53.4613	1.0000	3.0713	2.5000	
59.0326	2.0000	0.8308	2.5000	
62.3634	1.0000	3.7581	2.5000	
68.6215	1.0000	0.2134	2.5000	
71.3349	2.0000	0.2503	2.5000	
74.0853	1.0000	0.5682	2.5000	
77.1535	1.0000	2.2940	2.5000	
81.9475	1.0000	4.0000	2.5000	
88.4475	1.0000	0.4228	2.5000	
91.3702	1.0000	2.5675	2.5000	
96.4377	2.0000	4.0000	2.5000	
102.9377	2.0000	0.0311	2.5000	
105.4688	1.0000	0.0845	2.5000	
108.0533	2.0000	0.0681	2.5000	
110.6214	2.0000	0.0095	2.5000	
113.1308	2.0000	0.6641	2.5000	
116.2949	1.0000	2.5375	2.5000	
121.3324	2.0000	2.9435	2.5000	
126.7759	1.0000	0.1685	2.5000	
129.4444	2.0000	0.0439	2.5000	
131.9883	2.0000	0.2629	2.5000	
134.7512	1.0000	0.6644	2.5000	
137.9156	1.0000	0.0510	2.5000	
140.4666	2.0000	0.2384	2.5000	
143.2050	1.0000	2.3403	2.5000	
148.0453	1.0000	0.8235	2.5000	
151.3688	1.0000	0.0311	2.5000	
153.8999	2.0000	0.5152	2.5000	
156.9151	1.0000	1.2553	2.5000	
160.6704	2.0000	0.1728	2.5000	
163.3432	1.0000	4.0000	2.5000	
169.8432	2.0000	1.5723	2.5000	
173.9155	2.0000	0.1173	2.5000	
176.5328	2.0000	0.3356	2.5000	
179.3684	2.0000	1.3295	2.5000	
183.1979	1.0000	4.0000	2.5000	
189.6979	2.0000	2.5375	2.5000	
194.7354	1.0000	4.0000	2.5000	
201.2354	2.0000	1.2593	2.5000	
204.9947	1.0000	0.0568	2.5000	
207.5515	2.0000	4.0000	2.5000	
214.0515	2.0000	0.4768	2.5000	
217.0283	1.0000	0.2743	2.5000	
219.8026	2.0000	3.4024	2.5000	
225.7050	2.0000	1.4578	2.5000	
229.6629	2.0000	2.3403	2.5000	
234.5031	1.0000	1.2323	2.5000	
238.2354	2.0000	2.0216	2.5000	
242.7570	1.0000	0.6345	2.5000	
245.8915	1.0000	0.0851	2.5000	
248.4766	2.0000	0.4904	2.5000	
251.4670	1.0000	0.2629	2.5000	
254.2299	1.0000	0.4267	2.5000	
257.1566	1.0000	4.0000	2.5000	
263.6566	1.0000	0.6679	2.5000	
266.8245	2.0000	4.0000	2.5000	
273.3245	2.0000	0.9469	2.5000	
276.7714	2.0000	3.0713	2.5000	
282.3427	2.0000	3.0708	2.5000	
287.9135	2.0000	1.1548	2.5000	
291.5683	1.0000	0.2446	2.5000	
294.3129	1.0000	1.4836	2.5000	
298.2965	2.0000	2.1672	2.5000	
302.9637	1.0000	0.3356	2.5000	
305.7993	1.0000	0.2926	2.5000	
308.5919	1.0000	0.3309	2.5000	
311.4228	2.0000	0.3431	2.5000	
314.2659	1.0000	3.6481	2.5000	
320.4140	1.0000	0.1173	2.5000	
323.0313	2.0000	4.0000	2.5000	
329.5313	1.0000	0.4768	2.5000	
332.5081	1.0000	0.0745	2.5000	
335.0826	1.0000	1.2589	2.5000	
338.8415	2.0000	1.9174	2.5000	
343.2589	1.0000	1.2094	2.5000	
346.9682	2.0000	0.6644	2.5000	
350.1326	1.0000	0.8308	2.5000	
353.4634	2.0000	0.2264	2.5000	
356.1898	1.0000	1.9967	2.5000	
360.6865	1.0000	4.0000	2.5000	
367.1865	1.0000	2.0836	2.5000	
371.7702	2.0000	1.8882	2.5000	
376.1584	2.0000	1.3309	2.5000	
379.9893	1.0000	0.7376	2.5000	
383.2269	1.0000	0.4904	2.5000	
386.2173	2.0000	0.7376	2.5000	
389.4549	2.0000	1.5555	2.5000	
393.5104	1.0000	1.4391	2.5000	
397.4495	2.0000	3.8617	2.5000	
403.8113	2.0000	1.4391	2.5000	
407.7504	2.0000	2.5675	2.5000	
412.8179	2.0000	0.0694	2.5000	
415.3873	1.0000	1.3309	2.5000	
419.2182	1.0000	2.1029	2.5000	
423.8211	2.0000	0.6345	2.5000	
426.9555	2.0000	3.6481	2.5000	
433.1037	1.0000	3.5361	2.5000	
439.1398	2.0000	0.5465	2.5000	
442.1864	2.0000	0.4228	2.5000	
445.1091	1.0000	0.8626	2.5000	
448.4717	2.0000	3.4240	2.5000	
454.3957	2.0000	4.0000	2.5000	
460.8957	2.0000	4.0000	2.5000	
467.3957	2.0000	0.1173	2.5000	
470.0130	1.0000	3.8617	2.5000	

