Event1 onset	Trial type	ISI1	Event1Dur	
0.0000	1.0000	0.1136	5.0000	
5.1136	2.0000	0.1249	5.0000	
10.2385	1.0000	4.0000	5.0000	
19.2385	2.0000	0.1276	5.0000	
24.3661	1.0000	4.0000	5.0000	
33.3661	2.0000	0.7492	5.0000	
39.1154	1.0000	2.8366	5.0000	
46.9520	1.0000	2.9638	5.0000	
54.9158	1.0000	4.0000	5.0000	
63.9158	2.0000	0.3003	5.0000	
69.2160	1.0000	0.9978	5.0000	
75.2138	1.0000	0.7920	5.0000	
81.0058	2.0000	3.1443	5.0000	
89.1501	1.0000	2.4925	5.0000	
96.6426	2.0000	0.0757	5.0000	
101.7183	1.0000	0.2956	5.0000	
107.0139	2.0000	3.1653	5.0000	
115.1791	1.0000	2.8534	5.0000	
123.0326	1.0000	0.5843	5.0000	
128.6169	2.0000	1.3879	5.0000	
135.0047	2.0000	0.7920	5.0000	
140.7968	2.0000	4.0000	5.0000	
149.7968	2.0000	0.6718	5.0000	
155.4685	2.0000	4.0000	5.0000	
164.4685	2.0000	4.0000	5.0000	
173.4685	1.0000	0.7238	5.0000	
179.1923	1.0000	3.4691	5.0000	
187.6614	2.0000	3.9922	5.0000	
196.6536	1.0000	4.0000	5.0000	
205.6536	2.0000	0.2956	5.0000	
210.9492	1.0000	4.0000	5.0000	
219.9492	2.0000	2.6970	5.0000	
227.6462	2.0000	3.8205	5.0000	
236.4667	1.0000	2.6970	5.0000	
244.1637	1.0000	4.0000	5.0000	
253.1637	2.0000	2.6068	5.0000	
260.7706	1.0000	3.4949	5.0000	
269.2655	1.0000	1.3585	5.0000	
275.6240	2.0000	0.5791	5.0000	
281.2031	1.0000	2.3925	5.0000	
288.5956	2.0000	4.0000	5.0000	
297.5956	2.0000	1.6278	5.0000	
304.2234	1.0000	0.1390	5.0000	
309.3624	2.0000	2.7975	5.0000	
317.1599	2.0000	4.0000	5.0000	
326.1599	1.0000	2.5626	5.0000	
333.7225	1.0000	0.5612	5.0000	
339.2837	1.0000	3.4588	5.0000	
347.7425	1.0000	0.5208	5.0000	
353.2633	1.0000	0.9838	5.0000	
359.2472	2.0000	1.7550	5.0000	
366.0021	2.0000	1.7122	5.0000	
372.7143	1.0000	1.5220	5.0000	
379.2363	1.0000	2.4075	5.0000	
386.6438	1.0000	2.5133	5.0000	
394.1571	1.0000	4.0000	5.0000	
403.1571	1.0000	0.6922	5.0000	
408.8492	2.0000	0.3906	5.0000	
414.2399	2.0000	0.5843	5.0000	
419.8242	1.0000	4.0000	5.0000	
428.8242	2.0000	2.7987	5.0000	
436.6229	2.0000	4.0000	5.0000	
445.6229	1.0000	2.1075	5.0000	
452.7304	2.0000	2.8366	5.0000	
460.5670	1.0000	0.8492	5.0000	
466.4162	2.0000	3.7075	5.0000	
475.1237	1.0000	4.0000	5.0000	
484.1237	1.0000	0.3003	5.0000	
489.4240	2.0000	0.6922	5.0000	
495.1162	1.0000	0.9742	5.0000	
501.0905	2.0000	2.3925	5.0000	
508.4829	2.0000	3.4949	5.0000	
516.9779	1.0000	0.3003	5.0000	
522.2782	2.0000	3.0488	5.0000	
530.3270	1.0000	3.8205	5.0000	
539.1475	1.0000	4.0000	5.0000	
548.1475	2.0000	4.0000	5.0000	
557.1475	1.0000	2.1188	5.0000	
564.2663	2.0000	2.5375	5.0000	
571.8038	1.0000	1.8080	5.0000	
578.6118	2.0000	0.3787	5.0000	
583.9905	2.0000	2.8130	5.0000	
591.8035	1.0000	0.1249	5.0000	
596.9284	1.0000	4.0000	5.0000	
605.9284	2.0000	1.3624	5.0000	
612.2909	1.0000	2.4681	5.0000	
619.7590	1.0000	2.8368	5.0000	
627.5958	1.0000	3.0848	5.0000	
635.6806	2.0000	2.4681	5.0000	
643.1487	2.0000	1.2633	5.0000	
649.4120	2.0000	4.0000	5.0000	
658.4120	2.0000	0.0076	5.0000	
663.4196	1.0000	0.4867	5.0000	
668.9063	2.0000	1.0462	5.0000	
674.9526	1.0000	1.3354	5.0000	
681.2879	1.0000	1.1258	5.0000	
687.4137	2.0000	4.0000	5.0000	
696.4137	2.0000	4.0000	5.0000	
705.4137	2.0000	2.0967	5.0000	
712.5104	2.0000	4.0000	5.0000	
721.5104	2.0000	4.0000	5.0000	
730.5104	2.0000	0.3003	5.0000	
735.8107	1.0000	0.3906	5.0000	
741.2014	2.0000	3.4588	5.0000	
749.6601	2.0000	1.8080	5.0000	
756.4681	1.0000	2.2194	5.0000	
763.6876	2.0000	0.1390	5.0000	
768.8266	2.0000	4.0000	5.0000	
777.8266	1.0000	1.2633	5.0000	
784.0899	2.0000	0.7238	5.0000	
789.8137	1.0000	3.7757	5.0000	
798.5894	2.0000	2.9638	5.0000	
806.5531	2.0000	4.0000	5.0000	
815.5531	1.0000	2.1247	5.0000	
822.6778	1.0000	0.8964	5.0000	
828.5742	2.0000	0.3743	5.0000	
833.9485	1.0000	2.6068	5.0000	
841.5553	2.0000	0.5612	5.0000	
847.1165	1.0000	4.0000	5.0000	
856.1165	1.0000	4.0000	5.0000	

