Event1 onset	Trial type	ISI1	Event1Dur	
0.0000	1.0000	4.0000	5.0000	
9.0000	2.0000	1.2763	5.0000	
15.2763	1.0000	0.0830	5.0000	
20.3593	2.0000	1.7776	5.0000	
27.1369	2.0000	0.8500	5.0000	
32.9869	2.0000	3.8980	5.0000	
41.8849	1.0000	0.8283	5.0000	
47.7132	2.0000	0.0908	5.0000	
52.8041	1.0000	0.2715	5.0000	
58.0756	1.0000	4.0000	5.0000	
67.0756	2.0000	0.9060	5.0000	
72.9816	1.0000	4.0000	5.0000	
81.9816	1.0000	0.8107	5.0000	
87.7923	1.0000	3.9387	5.0000	
96.7310	2.0000	2.5360	5.0000	
104.2670	1.0000	4.0000	5.0000	
113.2670	1.0000	4.0000	5.0000	
122.2670	1.0000	4.0000	5.0000	
131.2670	1.0000	3.9365	5.0000	
140.2035	1.0000	4.0000	5.0000	
149.2035	2.0000	0.1422	5.0000	
154.3457	2.0000	0.3660	5.0000	
159.7117	2.0000	1.5871	5.0000	
166.2988	1.0000	0.1544	5.0000	
171.4532	1.0000	2.2137	5.0000	
178.6670	2.0000	4.0000	5.0000	
187.6670	2.0000	4.0000	5.0000	
196.6670	1.0000	4.0000	5.0000	
205.6670	1.0000	0.6477	5.0000	
211.3147	2.0000	0.3898	5.0000	
216.7045	1.0000	1.0808	5.0000	
222.7853	2.0000	3.5929	5.0000	
231.3782	2.0000	4.0000	5.0000	
240.3782	1.0000	1.7776	5.0000	
247.1558	2.0000	2.0987	5.0000	
254.2545	2.0000	0.1660	5.0000	
259.4205	1.0000	0.4305	5.0000	
264.8510	2.0000	1.4430	5.0000	
271.2940	2.0000	0.8443	5.0000	
277.1383	2.0000	3.2942	5.0000	
285.4325	1.0000	0.1774	5.0000	
290.6099	2.0000	0.4423	5.0000	
296.0522	2.0000	0.1710	5.0000	
301.2232	2.0000	3.3654	5.0000	
309.5886	1.0000	3.4382	5.0000	
318.0268	1.0000	4.0000	5.0000	
327.0268	1.0000	0.9060	5.0000	
332.9328	2.0000	0.2341	5.0000	
338.1669	2.0000	4.0000	5.0000	
347.1669	2.0000	0.3778	5.0000	
352.5447	1.0000	4.0000	5.0000	
361.5447	1.0000	4.0000	5.0000	
370.5447	1.0000	4.0000	5.0000	
379.5447	1.0000	3.3654	5.0000	
387.9101	1.0000	1.6967	5.0000	
394.6067	2.0000	0.1166	5.0000	
399.7233	1.0000	4.0000	5.0000	
408.7233	2.0000	0.4998	5.0000	
414.2231	1.0000	1.0556	5.0000	
420.2788	2.0000	4.0000	5.0000	
429.2788	1.0000	0.4273	5.0000	
434.7060	2.0000	3.8943	5.0000	
443.6003	2.0000	2.7766	5.0000	
451.3770	1.0000	0.0908	5.0000	
456.4678	1.0000	3.8943	5.0000	
465.3621	1.0000	1.5422	5.0000	
471.9042	2.0000	3.4382	5.0000	
480.3424	2.0000	4.0000	5.0000	
489.3424	2.0000	0.4561	5.0000	
494.7986	1.0000	1.7003	5.0000	
501.4989	2.0000	0.8603	5.0000	
507.3592	1.0000	1.0490	5.0000	
513.4083	1.0000	3.2277	5.0000	
521.6360	1.0000	3.2844	5.0000	
529.9204	1.0000	0.5126	5.0000	
535.4330	2.0000	1.3846	5.0000	
541.8177	1.0000	0.3898	5.0000	
547.2075	2.0000	4.0000	5.0000	
556.2075	2.0000	1.0095	5.0000	
562.2170	2.0000	0.6508	5.0000	
567.8678	2.0000	4.0000	5.0000	
576.8678	1.0000	4.0000	5.0000	
585.8678	2.0000	0.6477	5.0000	
591.5155	2.0000	1.0808	5.0000	
597.5963	1.0000	4.0000	5.0000	
606.5963	2.0000	1.2580	5.0000	
612.8543	2.0000	4.0000	5.0000	
621.8543	2.0000	0.5419	5.0000	
627.3963	2.0000	2.7588	5.0000	
635.1551	2.0000	3.1490	5.0000	
643.3041	1.0000	1.2763	5.0000	
649.5804	1.0000	4.0000	5.0000	
658.5804	1.0000	4.0000	5.0000	
667.5804	2.0000	4.0000	5.0000	
676.5804	2.0000	0.0291	5.0000	
681.6095	1.0000	2.7588	5.0000	
689.3683	1.0000	0.4629	5.0000	
694.8311	1.0000	4.0000	5.0000	
703.8311	1.0000	4.0000	5.0000	
712.8311	1.0000	3.7353	5.0000	
721.5665	1.0000	0.5736	5.0000	
727.1401	2.0000	1.5422	5.0000	
733.6823	1.0000	3.8980	5.0000	
742.5803	2.0000	4.0000	5.0000	
751.5803	1.0000	4.0000	5.0000	
760.5803	2.0000	3.9365	5.0000	
769.5168	1.0000	1.9683	5.0000	
776.4851	2.0000	0.5126	5.0000	
781.9977	2.0000	3.2788	5.0000	
790.2765	1.0000	0.3660	5.0000	
795.6425	2.0000	1.3850	5.0000	
802.0275	2.0000	4.0000	5.0000	
811.0275	2.0000	0.8283	5.0000	
816.8558	1.0000	0.8500	5.0000	
822.7058	2.0000	4.0000	5.0000	
831.7058	2.0000	0.5736	5.0000	
837.2794	1.0000	1.3850	5.0000	
843.6645	2.0000	4.0000	5.0000	
852.6645	1.0000	2.7692	5.0000	
860.4337	1.0000	3.3466	5.0000	

