Event1 onset,Trial type,ISI1,Event1Dur
0.0,2.0,0.5,2.2
2.7455,1.0,1.0,2.2
5.9119,2.0,0.6,2.2
8.7389,1.0,3.0,2.2
12.5603,2.0,1.8,2.2
16.5541,1.0,0.9,2.2
19.6826,2.0,4.5,2.2
26.4185,2.0,4.0,2.2
32.5853,2.0,1.1,2.2
35.9107,2.0,0.9,2.2
38.9615,2.0,1.9,2.2
43.0888,1.0,1.1,2.2
46.3932,2.0,0.9,2.2
49.471,2.0,2.2,2.2
53.9183,1.0,1.1,2.2
57.1867,2.0,2.9,2.2
62.2663,2.0,5.0,2.2
69.4663,2.0,1.3,2.2
72.9573,1.0,4.4,2.2
79.6048,1.0,5.0,2.2
86.8048,2.0,1.2,2.2
90.1675,1.0,0.5,2.2
92.8697,1.0,0.6,2.2
95.6996,2.0,0.5,2.2
98.4,1.0,3.1,2.2
103.722,2.0,6.4,2.2
110.922,1.0,0.6,2.2
113.7068,1.0,3.5,2.2
119.4136,1.0,0.9,2.2
122.4643,1.0,1.0,2.2
125.6949,1.0,5.0,2.2
132.8949,2.0,1.5,2.2
136.6072,1.0,0.6,2.2
139.421,2.0,1.1,2.2
142.6894,2.0,1.0,2.2
145.8413,1.0,4.2,2.2
150.8226,1.0,4.5,2.2
157.5586,1.0,5.5,2.2
163.8933,1.0,1.2,2.2
167.3019,2.0,2.9,2.2
172.4363,1.0,0.9,2.2
175.5141,2.0,0.5,2.2
178.2194,1.0,0.7,2.2
181.0795,2.0,2.8,2.2
186.0363,1.0,6.4,2.2
193.2363,2.0,4.4,2.2
199.8837,1.0,1.8,2.2
203.8829,2.0,0.6,2.2
206.6677,1.0,2.6,2.2
211.4232,1.0,0.6,2.2
214.2646,1.0,2.4,2.2
218.8818,2.0,5.2,2.2
224.8739,1.0,4.7,2.2
231.8121,1.0,1.0,2.2
235.0409,2.0,1.1,2.2
238.3366,1.0,5.0,2.2
245.5366,1.0,2.2,2.2
249.9139,2.0,6.4,2.2
257.1139,2.0,1.8,2.2
261.113,1.0,2.7,2.2
265.9684,2.0,5.0,2.2
273.1684,1.0,0.5,2.2
275.8737,2.0,5.0,2.2
283.0737,1.0,2.9,2.2
288.1533,2.0,0.5,2.2
290.8866,2.0,6.4,2.2
298.0866,1.0,4.4,2.2
304.7268,2.0,4.5,2.2
311.4019,1.0,0.7,2.2
314.3436,1.0,0.5,2.2
317.044,2.0,0.6,2.2
319.8842,1.0,1.8,2.2
323.878,2.0,0.5,2.2
326.585,2.0,3.2,2.2
331.998,1.0,2.7,2.2
336.9313,2.0,2.6,2.2
341.7255,2.0,0.8,2.2
344.7279,2.0,2.2,2.2
349.1053,1.0,1.0,2.2
352.2572,2.0,1.0,2.2
355.4878,2.0,5.0,2.2
362.6878,2.0,1.2,2.2
366.1288,1.0,1.4,2.2
369.7632,1.0,5.0,2.2
376.9632,1.0,5.0,2.2
384.1632,2.0,2.0,2.2
388.3319,2.0,4.4,2.2
394.9353,2.0,3.5,2.2
400.679,1.0,2.0,2.2
404.8478,1.0,2.2,2.2
409.2952,2.0,5.0,2.2
416.4952,1.0,1.5,2.2
420.1614,1.0,5.0,2.2
427.3614,1.0,5.0,2.2
434.5614,2.0,1.0,2.2
437.7278,1.0,0.6,2.2
440.5548,1.0,0.6,2.2
443.3053,2.0,0.7,2.2
446.1984,1.0,1.2,2.2
449.561,2.0,0.9,2.2
452.6142,1.0,1.8,2.2
456.6423,2.0,3.6,2.2
462.4151,1.0,4.4,2.2
469.0205,2.0,5.0,2.2
476.2205,2.0,0.7,2.2
479.1026,2.0,1.7,2.2
483.0,1.0,2.6,2.2
487.7831,1.0,1.3,2.2
491.2742,2.0,3.5,2.2
496.9809,2.0,2.6,2.2
501.7614,2.0,2.8,2.2
506.7427,1.0,1.0,2.2
509.9807,2.0,1.1,2.2
513.2374,2.0,0.7,2.2
516.0975,2.0,3.5,2.2
521.7773,2.0,4.1,2.2
526.7106,1.0,3.2,2.2
532.1525,1.0,5.2,2.2
538.1446,1.0,2.1,2.2
542.4523,1.0,5.0,2.2
