Event1 onset,Trial type,ISI1,Event1Dur
0.0,1.0,3.4,2.2
5.6334,1.0,2.9,2.2
10.7166,2.0,0.6,2.2
13.5652,1.0,4.4,2.2
17.7323,1.0,0.6,2.2
20.5682,2.0,5.0,2.2
27.7682,1.0,4.0,2.2
33.9787,2.0,0.6,2.2
36.8102,1.0,0.6,2.2
39.5747,1.0,1.5,2.2
43.2965,2.0,1.4,2.2
46.8524,1.0,1.2,2.2
50.2573,1.0,0.5,2.2
52.9885,2.0,7.4,2.2
60.1885,2.0,4.3,2.2
66.679,1.0,4.7,2.2
71.2193,2.0,0.9,2.2
74.3239,2.0,1.4,2.2
77.8757,1.0,0.9,2.2
80.9401,2.0,5.0,2.2
88.1401,1.0,0.7,2.2
91.0101,2.0,2.3,2.2
95.5504,2.0,0.5,2.2
98.2962,1.0,5.0,2.2
105.4962,2.0,0.8,2.2
108.5384,2.0,1.0,2.2
111.6991,1.0,0.6,2.2
114.4859,1.0,2.0,2.2
118.6451,1.0,4.5,2.2
125.3362,1.0,5.0,2.2
132.5362,1.0,1.4,2.2
136.1539,2.0,4.4,2.2
142.7062,1.0,1.9,2.2
146.7597,2.0,5.0,2.2
153.9597,1.0,1.9,2.2
158.099,2.0,2.1,2.2
162.4056,1.0,0.9,2.2
165.5029,1.0,1.3,2.2
169.0434,1.0,0.8,2.2
172.031,1.0,2.1,2.2
176.3422,1.0,3.0,2.2
181.522,1.0,2.6,2.2
186.3616,1.0,5.0,2.2
193.5407,2.0,5.0,2.2
200.7407,1.0,1.0,2.2
203.9377,2.0,2.0,2.2
208.0969,1.0,0.7,2.2
211.0354,2.0,0.7,2.2
213.9739,1.0,1.4,2.2
217.5299,1.0,7.4,2.2
224.7299,1.0,0.7,2.2
227.6537,1.0,5.3,2.2
232.7966,2.0,1.3,2.2
236.316,1.0,2.1,2.2
240.6226,2.0,2.9,2.2
245.7656,2.0,4.0,2.2
251.976,1.0,1.0,2.2
255.1967,2.0,5.0,2.2
262.3967,1.0,4.0,2.2
268.5684,2.0,1.6,2.2
272.3334,2.0,1.0,2.2
275.5059,1.0,5.0,2.2
282.7059,2.0,6.4,2.2
288.8775,2.0,2.3,2.2
293.4252,1.0,4.3,2.2
299.9157,2.0,3.2,2.2
305.3438,2.0,0.7,2.2
308.1956,1.0,0.8,2.2
311.2251,2.0,2.4,2.2
315.8061,1.0,1.5,2.2
319.4882,2.0,1.4,2.2
323.0584,1.0,0.9,2.2
326.1376,2.0,1.6,2.2
329.9079,2.0,1.1,2.2
333.1629,1.0,4.1,2.2
339.4597,2.0,1.2,2.2
342.8438,2.0,0.7,2.2
345.6999,2.0,0.9,2.2
348.7972,1.0,3.3,2.2
354.2743,2.0,2.6,2.2
359.1139,2.0,5.0,2.2
366.3139,2.0,4.8,2.2
373.3626,2.0,0.7,2.2
376.2674,1.0,1.3,2.2
379.7868,1.0,1.6,2.2
383.6369,2.0,1.1,2.2
386.9255,1.0,2.4,2.2
391.5064,1.0,0.7,2.2
394.3626,1.0,5.0,2.2
401.5626,1.0,0.8,2.2
404.5271,2.0,0.7,2.2
407.3972,1.0,5.8,2.2
412.9777,2.0,5.0,2.2
420.1777,2.0,1.2,2.2
423.5433,2.0,0.8,2.2
426.5078,1.0,2.5,2.2
431.2496,2.0,5.4,2.2
436.4294,1.0,5.0,2.2
443.6294,1.0,1.0,2.2
446.8294,2.0,1.9,2.2
450.9228,1.0,0.6,2.2
453.6958,1.0,0.8,2.2
456.738,2.0,1.0,2.2
459.9677,2.0,1.5,2.2
463.6894,2.0,4.3,2.2
467.8287,2.0,5.0,2.2
475.0287,2.0,4.9,2.2
482.1505,1.0,0.5,2.2
484.8963,2.0,1.6,2.2
488.699,2.0,1.8,2.2
492.7472,2.0,1.9,2.2
496.8713,1.0,4.9,2.2
503.9931,2.0,1.3,2.2
507.5216,1.0,4.1,2.2
511.4151,2.0,2.2,2.2
515.7811,1.0,0.9,2.2
518.8857,2.0,1.6,2.2
522.6492,2.0,5.0,2.2
529.8492,1.0,5.0,2.2
537.0492,2.0,0.6,2.2
