Event1 onset,Trial type,ISI1,Event1Dur
0.0,2.0,1.5,2.2
3.6603,1.0,1.0,2.2
6.8611,1.0,0.6,2.2
9.6636,1.0,0.7,2.2
12.5871,2.0,0.8,2.2
15.6007,2.0,1.0,2.2
18.7948,1.0,5.0,2.2
25.9948,1.0,2.7,2.2
30.8456,1.0,0.6,2.2
33.6348,2.0,5.0,2.2
40.8348,2.0,1.2,2.2
44.1891,1.0,1.7,2.2
48.1162,2.0,5.0,2.2
55.3162,2.0,0.6,2.2
58.164,1.0,0.7,2.2
61.0994,2.0,0.6,2.2
63.8667,1.0,1.7,2.2
67.7378,2.0,0.6,2.2
70.557,2.0,5.0,2.2
77.757,1.0,5.0,2.2
84.957,2.0,0.9,2.2
88.0517,1.0,0.7,2.2
90.9711,2.0,0.6,2.2
93.8066,2.0,5.0,2.2
101.0066,2.0,2.3,2.2
105.4773,1.0,5.0,2.2
112.6773,1.0,3.5,2.2
118.3924,1.0,5.0,2.2
125.5924,2.0,1.5,2.2
129.2654,1.0,1.4,2.2
132.8182,1.0,3.2,2.2
136.5908,2.0,5.0,2.2
143.7908,1.0,1.7,2.2
147.6575,2.0,1.5,2.2
151.3243,1.0,5.2,2.2
157.2018,2.0,5.2,2.2
163.0806,2.0,6.1,2.2
169.887,1.0,1.5,2.2
173.5599,1.0,5.0,2.2
180.7599,2.0,0.9,2.2
183.8578,2.0,1.7,2.2
187.7289,1.0,3.0,2.2
192.945,2.0,1.5,2.2
196.6626,1.0,1.5,2.2
200.3948,1.0,0.6,2.2
203.1571,2.0,0.6,2.2
205.9195,1.0,3.2,2.2
209.7108,1.0,5.0,2.2
216.9108,2.0,3.2,2.2
222.2709,2.0,2.8,2.2
227.2222,1.0,2.3,2.2
231.6956,2.0,2.4,2.2
236.3413,1.0,5.0,2.2
243.5413,2.0,1.7,2.2
247.408,1.0,1.2,2.2
250.8544,2.0,0.6,2.2
253.6436,2.0,1.0,2.2
256.8821,1.0,1.1,2.2
260.2064,2.0,0.9,2.2
263.3279,1.0,4.2,2.2
268.2636,2.0,4.7,2.2
275.1546,2.0,1.2,2.2
278.5333,1.0,1.5,2.2
282.2753,2.0,1.2,2.2
285.6272,1.0,4.7,2.2
292.5182,2.0,1.0,2.2
295.7049,1.0,1.1,2.2
298.9799,2.0,1.2,2.2
302.3676,2.0,4.4,2.2
307.355,1.0,1.9,2.2
311.4784,1.0,2.7,2.2
316.392,2.0,4.2,2.2
321.2427,1.0,5.0,2.2
328.4427,2.0,4.7,2.2
335.3898,2.0,5.0,2.2
342.5898,1.0,2.3,2.2
347.1061,2.0,5.0,2.2
354.3061,2.0,3.7,2.2
360.2319,1.0,0.6,2.2
363.0199,2.0,1.0,2.2
366.1849,1.0,2.1,2.2
370.4924,2.0,1.1,2.2
373.7559,1.0,2.6,2.2
378.5866,1.0,4.1,2.2
384.8631,2.0,5.0,2.2
392.0631,1.0,1.1,2.2
395.3265,1.0,5.0,2.2
402.5265,2.0,4.9,2.2
409.6302,2.0,3.8,2.2
414.066,2.0,5.0,2.2
421.266,2.0,1.4,2.2
424.8559,2.0,1.5,2.2
428.5881,2.0,0.7,2.2
431.5236,2.0,1.7,2.2
435.4169,1.0,0.6,2.2
438.2647,2.0,5.0,2.2
445.4647,1.0,4.9,2.2
452.5684,1.0,1.2,2.2
455.9471,2.0,3.7,2.2
461.8677,1.0,1.5,2.2
465.528,1.0,4.0,2.2
471.7307,1.0,5.0,2.2
478.9307,1.0,1.0,2.2
482.1304,2.0,1.0,2.2
485.3301,1.0,1.0,2.2
488.5242,2.0,4.2,2.2
493.4599,1.0,0.9,2.2
496.512,2.0,1.6,2.2
500.2846,1.0,2.8,2.2
505.2359,2.0,2.1,2.2
509.5115,1.0,0.7,2.2
512.3823,2.0,1.1,2.2
515.7066,1.0,0.9,2.2
518.8281,1.0,3.9,2.2
524.9714,1.0,5.0,2.2
532.1714,2.0,0.7,2.2
535.095,1.0,1.0,2.2
538.2817,1.0,0.6,2.2
541.049,2.0,1.6,2.2
544.8402,1.0,1.1,2.2
