Event1 onset,Trial type,ISI1,Event1Dur
0.0,2.0,4.4,2.2
6.6234,2.0,1.8,2.2
10.6701,2.0,0.6,2.2
13.4451,1.0,0.5,2.2
16.1509,1.0,0.7,2.2
19.0393,2.0,2.3,2.2
23.4974,2.0,0.5,2.2
26.2002,1.0,5.0,2.2
33.4002,1.0,1.0,2.2
36.6386,2.0,0.9,2.2
39.78,2.0,2.3,2.2
44.2674,2.0,0.8,2.2
47.2685,1.0,1.4,2.2
50.8902,2.0,0.9,2.2
54.0391,1.0,0.6,2.2
56.8334,2.0,0.8,2.2
59.8261,2.0,1.1,2.2
63.1408,1.0,2.8,2.2
68.1309,2.0,2.0,2.2
72.3754,1.0,5.0,2.2
79.5754,2.0,2.3,2.2
84.0993,1.0,2.5,2.2
88.8138,2.0,1.5,2.2
92.4852,1.0,2.1,2.2
96.7378,2.0,5.0,2.2
103.9378,1.0,0.6,2.2
106.6996,2.0,0.6,2.2
109.4635,1.0,2.5,2.2
114.2,1.0,4.3,2.2
120.6957,2.0,2.6,2.2
125.5305,1.0,5.0,2.2
132.7305,2.0,1.2,2.2
136.1114,1.0,0.5,2.2
138.8507,2.0,2.5,2.2
143.5652,1.0,4.8,2.2
150.5885,2.0,1.4,2.2
154.179,2.0,4.0,2.2
160.3828,1.0,1.1,2.2
163.6944,1.0,0.6,2.2
166.4583,1.0,4.6,2.2
173.2248,2.0,6.9,2.2
180.4248,2.0,4.6,2.2
185.3463,2.0,5.0,2.2
192.5463,2.0,5.0,2.2
199.7463,1.0,2.6,2.2
204.5394,2.0,6.4,2.2
211.262,1.0,0.8,2.2
214.251,2.0,0.8,2.2
217.263,2.0,1.1,2.2
220.6101,1.0,0.9,2.2
223.7515,2.0,2.5,2.2
228.4881,1.0,2.7,2.2
233.4095,2.0,0.7,2.2
236.2693,1.0,0.9,2.2
239.3954,2.0,1.6,2.2
243.161,1.0,2.9,2.2
248.2559,1.0,5.0,2.2
255.4559,2.0,1.8,2.2
259.487,1.0,2.8,2.2
264.5132,1.0,5.0,2.2
271.7132,2.0,3.7,2.2
277.5673,1.0,0.8,2.2
280.5683,2.0,2.2,2.2
284.9332,2.0,1.0,2.2
288.1352,1.0,4.4,2.2
294.7586,1.0,4.0,2.2
300.9585,2.0,6.9,2.2
308.1585,1.0,2.6,2.2
312.9261,2.0,1.0,2.2
316.078,1.0,2.5,2.2
320.8145,2.0,1.2,2.2
324.2438,1.0,3.8,2.2
330.2199,2.0,0.5,2.2
332.9256,1.0,3.1,2.2
338.2671,1.0,1.3,2.2
341.7336,1.0,0.8,2.2
344.7455,2.0,5.0,2.2
351.9455,2.0,0.5,2.2
354.6848,1.0,3.4,2.2
360.3253,1.0,4.0,2.2
366.4757,1.0,2.2,2.2
370.8571,1.0,1.0,2.2
374.0579,2.0,1.0,2.2
377.2586,1.0,2.3,2.2
381.7167,1.0,4.1,2.2
386.1411,2.0,2.8,2.2
391.1157,1.0,0.7,2.2
393.9755,2.0,2.8,2.2
398.9656,2.0,5.0,2.2
406.1656,1.0,1.1,2.2
409.4369,1.0,0.5,2.2
412.1698,2.0,2.0,2.2
416.3809,2.0,4.8,2.2
423.4042,2.0,5.0,2.2
430.6042,1.0,1.1,2.2
433.9189,2.0,2.0,2.2
438.0927,2.0,1.3,2.2
441.6128,1.0,1.2,2.2
444.9724,2.0,1.6,2.2
448.7981,1.0,0.9,2.2
451.947,1.0,2.2,2.2
456.3119,1.0,1.0,2.2
459.4637,2.0,5.0,2.2
466.6637,2.0,5.9,2.2
472.8141,1.0,5.0,2.2
480.0141,1.0,4.8,2.2
487.0557,1.0,1.4,2.2
490.6998,2.0,3.9,2.2
494.8598,2.0,0.8,2.2
497.8366,1.0,3.9,2.2
502.0135,2.0,1.8,2.2
506.0082,1.0,0.6,2.2
508.7664,2.0,0.6,2.2
511.5246,1.0,0.6,2.2
514.352,1.0,1.5,2.2
518.0234,1.0,2.3,2.2
522.5473,2.0,0.6,2.2
525.3091,2.0,5.1,2.2
530.6678,1.0,5.0,2.2
537.8678,2.0,6.9,2.2
