Event1 onset,Trial type,ISI1,Event1Dur
0.0,2.0,0.1,2.5
2.5908,1.0,0.1,2.5
5.1973,2.0,0.4,2.5
8.0832,2.0,0.4,2.5
10.9502,1.0,1.2,2.5
14.6124,1.0,3.0,2.5
20.0975,2.0,0.0,2.5
22.6123,2.0,0.1,2.5
25.2025,1.0,4.0,2.5
31.7025,1.0,6.2,2.5
36.5576,1.0,0.6,2.5
39.6596,2.0,2.3,2.5
44.4828,1.0,4.0,2.5
50.9828,1.0,0.4,2.5
53.8688,2.0,2.9,2.5
59.3064,2.0,4.0,2.5
65.8064,2.0,0.9,2.5
69.2422,1.0,0.9,2.5
72.6858,2.0,0.7,2.5
75.8384,1.0,0.4,2.5
78.7233,2.0,4.0,2.5
85.2233,2.0,6.2,2.5
90.1188,1.0,0.2,2.5
92.8158,1.0,2.6,2.5
97.9198,2.0,3.8,2.5
104.2109,1.0,0.3,2.5
106.9997,2.0,0.2,2.5
109.7069,2.0,0.3,2.5
112.5133,1.0,0.4,2.5
115.4544,1.0,0.2,2.5
118.119,2.0,4.0,2.5
124.619,1.0,0.8,2.5
127.9204,2.0,0.2,2.5
130.585,1.0,4.0,2.5
137.085,2.0,3.5,2.5
143.1225,2.0,1.2,2.5
146.7947,1.0,0.0,2.5
149.3229,1.0,0.7,2.5
152.5488,2.0,2.2,2.5
157.2454,1.0,0.3,2.5
160.0835,1.0,1.5,2.5
164.079,1.0,1.4,2.5
167.9626,2.0,4.0,2.5
174.4626,2.0,1.2,2.5
178.14,2.0,0.1,2.5
180.7695,1.0,3.0,2.5
186.2392,2.0,1.3,2.5
190.0411,2.0,3.7,2.5
196.1912,1.0,0.2,2.5
198.8984,1.0,7.8,2.5
205.3984,1.0,0.7,2.5
208.5511,1.0,0.4,2.5
211.4013,2.0,2.4,2.5
216.2564,2.0,1.2,2.5
219.9324,1.0,5.9,2.5
224.5787,1.0,4.0,2.5
231.0787,2.0,3.7,2.5
237.3015,1.0,1.3,2.5
241.0693,2.0,1.3,2.5
244.8372,2.0,2.7,2.5
249.9923,2.0,1.3,2.5
253.8341,2.0,0.3,2.5
256.6635,1.0,4.0,2.5
263.1635,1.0,4.0,2.5
269.6635,1.0,0.1,2.5
272.2931,2.0,0.6,2.5
275.4173,2.0,0.6,2.5
278.5562,1.0,0.5,2.5
281.5467,1.0,0.7,2.5
284.7438,2.0,0.6,2.5
287.8655,2.0,0.9,2.5
291.25,2.0,0.9,2.5
294.6714,1.0,4.0,2.5
301.1714,2.0,1.5,2.5
305.1669,1.0,3.0,2.5
310.6271,2.0,3.9,2.5
316.9983,1.0,0.2,2.5
319.6504,2.0,4.0,2.5
326.1504,1.0,0.9,2.5
329.5105,2.0,0.4,2.5
332.4517,1.0,1.5,2.5
336.4959,1.0,1.1,2.5
340.1297,2.0,2.2,2.5
344.8681,1.0,0.3,2.5
347.681,1.0,0.9,2.5
351.1146,1.0,7.6,2.5
357.4058,1.0,3.5,2.5
363.4433,1.0,7.5,2.5
369.666,2.0,0.4,2.5
372.5162,1.0,0.1,2.5
375.1584,1.0,1.2,2.5
378.8358,2.0,4.0,2.5
385.3358,2.0,3.6,2.5
391.4786,1.0,0.9,2.5
394.8612,1.0,3.2,2.5
400.586,2.0,0.2,2.5
403.3233,1.0,2.3,2.5
408.1466,1.0,7.8,2.5
414.6466,1.0,4.0,2.5
421.1466,2.0,2.6,2.5
426.2506,1.0,0.6,2.5
429.3722,2.0,0.8,2.5
432.6469,1.0,0.7,2.5
435.8201,2.0,0.1,2.5
438.4266,1.0,3.6,2.5
444.5695,2.0,6.8,2.5
450.0545,1.0,0.1,2.5
452.6855,2.0,0.1,2.5
455.2453,2.0,0.2,2.5
457.9424,2.0,4.0,2.5
464.4424,2.0,6.0,2.5
469.172,1.0,0.9,2.5
472.6077,2.0,6.8,2.5
478.0774,1.0,2.7,2.5
483.3201,2.0,0.3,2.5
486.1068,2.0,0.3,2.5
488.8955,1.0,0.5,2.5
491.847,2.0,0.4,2.5
494.7319,2.0,0.6,2.5
497.8305,2.0,1.3,2.5
