Event1 onset,Trial type,ISI1,Event1Dur
0.0,2.0,0.7,2.2
2.8953,1.0,4.2,2.2
9.2858,2.0,7.0,2.2
16.4858,2.0,6.9,2.2
23.5599,2.0,0.9,2.2
26.6287,1.0,3.4,2.2
32.2433,2.0,0.7,2.2
35.1226,2.0,1.2,2.2
38.5433,2.0,1.7,2.2
42.4053,1.0,0.7,2.2
45.3435,1.0,1.3,2.2
48.8336,2.0,4.6,2.2
55.6726,1.0,3.6,2.2
61.4248,1.0,1.4,2.2
64.9901,1.0,1.7,2.2
68.852,1.0,5.0,2.2
76.052,2.0,5.0,2.2
83.252,2.0,1.4,2.2
86.8172,2.0,5.4,2.2
92.3824,2.0,4.0,2.2
98.6308,2.0,0.7,2.2
101.5717,1.0,5.0,2.2
108.7717,1.0,0.6,2.2
111.561,2.0,0.5,2.2
114.2612,1.0,0.9,2.2
117.3269,2.0,0.7,2.2
120.2651,1.0,4.3,2.2
126.7866,2.0,4.2,2.2
133.1771,2.0,1.5,2.2
136.8509,2.0,4.4,2.2
143.4466,1.0,1.9,2.2
147.5917,2.0,5.0,2.2
154.7917,1.0,1.2,2.2
158.2124,2.0,1.4,2.2
161.7833,1.0,0.6,2.2
164.5709,2.0,3.4,2.2
170.1492,2.0,5.4,2.2
175.7797,2.0,3.8,2.2
181.8263,2.0,0.9,2.2
184.8793,2.0,0.7,2.2
187.7533,1.0,1.9,2.2
191.8627,2.0,3.6,2.2
197.615,1.0,0.7,2.2
200.4926,2.0,0.6,2.2
203.2437,1.0,2.0,2.2
207.4583,1.0,3.8,2.2
213.4618,1.0,1.3,2.2
216.9241,2.0,0.7,2.2
219.8126,1.0,0.6,2.2
222.6561,1.0,1.1,2.2
225.9976,2.0,0.8,2.2
228.9795,1.0,5.0,2.2
236.1795,2.0,1.9,2.2
240.2734,1.0,4.9,2.2
247.3475,1.0,0.7,2.2
250.2428,2.0,1.3,2.2
253.7329,2.0,2.1,2.2
258.0498,2.0,1.3,2.2
261.5908,2.0,0.9,2.2
264.6565,1.0,3.9,2.2
268.7504,1.0,1.2,2.2
272.1201,2.0,3.8,2.2
278.1237,1.0,0.9,2.2
281.1926,1.0,1.6,2.2
285.0082,1.0,5.0,2.2
292.2082,1.0,3.7,2.2
298.1444,2.0,2.0,2.2
302.3247,1.0,0.5,2.2
305.0393,2.0,2.5,2.2
309.742,1.0,7.0,2.2
316.942,1.0,4.6,2.2
323.781,1.0,2.8,2.2
328.8033,2.0,5.0,2.2
336.0033,2.0,1.5,2.2
339.6944,2.0,5.0,2.2
346.8944,1.0,1.5,2.2
350.6436,2.0,1.4,2.2
354.2683,1.0,0.7,2.2
357.2092,2.0,0.8,2.2
360.1613,2.0,1.1,2.2
363.5028,1.0,1.5,2.2
367.1766,1.0,4.3,2.2
373.6694,1.0,0.8,2.2
376.6535,2.0,0.7,2.2
379.5165,1.0,0.7,2.2
382.4505,2.0,0.9,2.2
385.5813,1.0,5.0,2.2
392.7813,1.0,5.0,2.2
399.9813,2.0,2.4,2.2
404.5738,2.0,6.4,2.2
411.2032,1.0,3.8,2.2
417.2498,2.0,1.5,2.2
420.9354,1.0,1.0,2.2
424.0887,1.0,1.3,2.2
427.5469,2.0,0.7,2.2
430.4669,2.0,1.6,2.2
434.2689,1.0,4.4,2.2
440.8646,1.0,5.0,2.2
448.0646,1.0,5.0,2.2
455.2646,1.0,0.7,2.2
458.1531,2.0,1.7,2.2
462.1001,1.0,1.4,2.2
465.7283,2.0,1.2,2.2
469.0981,1.0,0.8,2.2
472.0502,2.0,2.6,2.2
476.8765,2.0,7.0,2.2
484.0765,1.0,3.4,2.2
489.6549,1.0,1.4,2.2
493.2356,1.0,1.3,2.2
496.706,2.0,1.6,2.2
500.5216,2.0,0.9,2.2
503.5888,2.0,4.4,2.2
508.2073,1.0,1.7,2.2
512.0707,2.0,2.6,2.2
516.8727,1.0,5.0,2.2
524.0727,1.0,3.0,2.2
529.28,1.0,2.0,2.2
533.4677,2.0,1.6,2.2
537.2664,2.0,4.0,2.2
541.4188,1.0,0.5,2.2
