Event1 onset,Trial type,ISI1,Event1Dur
0.0,1.0,7.4,2.5
6.5,2.0,2.2,2.5
11.1736,1.0,1.0,2.5
14.7161,2.0,0.7,2.5
17.9105,1.0,0.4,2.5
20.8444,2.0,0.8,2.5
24.1135,1.0,0.4,2.5
26.9741,2.0,6.8,2.5
32.9235,2.0,1.2,2.5
36.6665,1.0,3.9,2.5
43.1026,1.0,0.3,2.5
45.9145,1.0,0.3,2.5
48.7113,2.0,1.5,2.5
52.7008,1.0,0.2,2.5
55.3851,2.0,3.9,2.5
61.8213,1.0,1.6,2.5
65.9218,1.0,1.8,2.5
70.1837,2.0,0.8,2.5
73.4842,1.0,2.5,2.5
78.5342,2.0,0.3,2.5
81.3639,2.0,0.8,2.5
84.6835,2.0,1.6,2.5
88.784,1.0,0.3,2.5
91.6337,2.0,0.4,2.5
94.508,2.0,0.1,2.5
97.0832,2.0,2.0,2.5
101.549,1.0,0.1,2.5
104.1282,2.0,4.0,2.5
110.6282,1.0,5.4,2.5
115.0815,2.0,1.0,2.5
118.619,2.0,0.9,2.5
121.9889,1.0,0.1,2.5
124.5849,2.0,0.0,2.5
127.0873,1.0,4.0,2.5
133.5873,2.0,0.6,2.5
136.6769,1.0,1.4,2.5
140.5455,2.0,0.5,2.5
143.5184,1.0,0.2,2.5
146.2082,2.0,7.4,2.5
152.7082,2.0,0.1,2.5
155.2893,2.0,0.3,2.5
158.0861,1.0,0.8,2.5
161.3552,2.0,6.9,2.5
167.3907,1.0,0.1,2.5
169.9717,1.0,2.9,2.5
175.4102,2.0,0.5,2.5
178.409,2.0,0.4,2.5
181.3429,1.0,1.0,2.5
184.8804,2.0,0.2,2.5
187.5702,1.0,2.4,2.5
192.4297,1.0,4.0,2.5
198.9297,2.0,0.2,2.5
201.5881,2.0,0.1,2.5
204.1891,1.0,0.6,2.5
207.2954,2.0,2.4,2.5
212.2243,2.0,4.0,2.5
218.7243,2.0,0.1,2.5
221.3664,1.0,0.9,2.5
224.7362,1.0,0.1,2.5
227.3784,2.0,0.1,2.5
230.0072,1.0,0.8,2.5
233.3078,1.0,6.0,2.5
238.401,1.0,3.4,2.5
244.3388,2.0,0.0,2.5
246.8851,1.0,3.5,2.5
252.9206,1.0,0.8,2.5
256.1736,2.0,7.4,2.5
262.6736,1.0,1.3,2.5
266.4412,2.0,2.2,2.5
271.1488,2.0,0.7,2.5
274.3896,2.0,7.3,2.5
280.7758,1.0,2.8,2.5
286.032,1.0,2.9,2.5
291.412,2.0,2.8,2.5
296.6954,2.0,2.6,2.5
301.8048,1.0,3.9,2.5
308.191,1.0,4.0,2.5
314.691,1.0,2.5,2.5
319.6676,2.0,4.0,2.5
326.1676,1.0,4.0,2.5
332.6676,2.0,0.3,2.5
335.4794,2.0,0.2,2.5
338.1822,1.0,0.3,2.5
340.9989,2.0,2.7,2.5
346.1648,1.0,3.6,2.5
352.2909,1.0,2.8,2.5
357.5743,1.0,4.0,2.5
364.0743,1.0,1.5,2.5
368.0888,1.0,0.8,2.5
371.4083,1.0,0.8,2.5
374.7232,2.0,7.4,2.5
381.2232,2.0,4.0,2.5
387.7232,2.0,2.6,2.5
392.8163,1.0,0.7,2.5
396.0571,2.0,0.9,2.5
399.4724,1.0,4.0,2.5
405.9724,2.0,2.3,2.5
410.7348,1.0,0.7,2.5
413.9018,2.0,0.3,2.5
416.6832,2.0,1.5,2.5
420.6567,1.0,0.1,2.5
423.2676,2.0,0.8,2.5
426.5207,2.0,2.3,2.5
431.2928,1.0,2.4,2.5
436.2217,2.0,1.2,2.5
439.9223,1.0,0.6,2.5
443.0118,1.0,2.3,2.5
447.7743,2.0,4.0,2.5
454.2743,1.0,4.0,2.5
460.7743,1.0,1.1,2.5
464.4073,1.0,1.5,2.5
468.3807,1.0,0.4,2.5
471.2672,2.0,3.3,2.5
477.09,1.0,0.6,2.5
480.1825,2.0,4.0,2.5
486.6825,1.0,0.5,2.5
489.6553,2.0,1.8,2.5
493.9172,1.0,1.2,2.5
497.6602,2.0,6.3,2.5
503.0986,2.0,0.5,2.5
