Event1 onset,Trial type,ISI1,Event1Dur
0.0,1.0,1.2,2.2
3.3886,2.0,1.0,2.2
6.6061,1.0,3.3,2.2
12.1199,1.0,1.1,2.2
15.4458,1.0,0.7,2.2
18.3299,2.0,1.0,2.2
21.5134,2.0,0.5,2.2
24.2283,2.0,0.9,2.2
27.3327,1.0,0.9,2.2
30.4039,2.0,4.0,2.2
36.5715,1.0,5.0,2.2
43.7715,1.0,0.8,2.2
46.7605,2.0,1.3,2.2
50.2831,2.0,4.6,2.2
57.0822,2.0,1.2,2.2
60.5235,1.0,1.1,2.2
63.7898,2.0,0.6,2.2
66.5573,1.0,1.2,2.2
69.9412,1.0,1.0,2.2
73.1735,1.0,1.0,2.2
76.357,2.0,1.1,2.2
79.6785,1.0,1.8,2.2
83.6628,1.0,6.4,2.2
87.4846,2.0,0.8,2.2
90.4377,2.0,1.2,2.2
93.8182,2.0,1.8,2.2
97.8031,1.0,0.9,2.2
100.864,2.0,1.1,2.2
104.1723,2.0,1.5,2.2
107.9182,1.0,5.0,2.2
115.1182,2.0,1.5,2.2
118.7694,2.0,0.9,2.2
121.8304,1.0,2.2,2.2
126.2545,2.0,5.0,2.2
133.4545,2.0,0.6,2.2
136.2675,1.0,2.5,2.2
140.9852,1.0,1.2,2.2
144.411,1.0,0.6,2.2
147.2231,2.0,1.1,2.2
150.5635,1.0,0.7,2.2
153.4308,2.0,4.1,2.2
159.7585,2.0,5.0,2.2
166.9585,1.0,1.1,2.2
170.2585,2.0,5.0,2.2
177.4585,1.0,5.0,2.2
184.6585,2.0,1.2,2.2
188.0184,2.0,1.2,2.2
191.3993,1.0,5.0,2.2
198.5993,2.0,1.1,2.2
201.8812,2.0,2.6,2.2
206.6463,1.0,8.8,2.2
212.814,1.0,3.8,2.2
218.8555,1.0,0.8,2.2
221.8379,2.0,4.9,2.2
228.9814,2.0,2.5,2.2
233.6804,1.0,0.6,2.2
236.447,1.0,0.5,2.2
239.1715,2.0,0.5,2.2
241.8959,1.0,9.8,2.2
249.0959,1.0,1.1,2.2
252.4348,1.0,7.0,2.2
256.8492,2.0,4.8,2.2
263.8165,2.0,0.6,2.2
266.5894,1.0,1.5,2.2
270.3353,2.0,3.8,2.2
276.3768,1.0,4.9,2.2
283.5203,1.0,1.1,2.2
286.8023,2.0,0.9,2.2
289.8735,1.0,0.7,2.2
292.7963,2.0,1.1,2.2
296.1351,1.0,5.0,2.2
303.3351,2.0,5.0,2.2
310.5351,2.0,1.3,2.2
313.996,1.0,0.7,2.2
316.9183,2.0,8.8,2.2
323.1747,2.0,0.7,2.2
326.0587,1.0,1.6,2.2
329.8231,2.0,3.3,2.2
335.3272,1.0,0.6,2.2
338.093,2.0,1.1,2.2
341.3929,1.0,0.6,2.2
344.2377,2.0,2.4,2.2
348.8276,1.0,2.2,2.2
353.1843,2.0,5.0,2.2
360.3843,1.0,2.8,2.2
365.425,2.0,5.0,2.2
372.625,1.0,2.1,2.2
376.9557,1.0,0.6,2.2
379.7285,2.0,7.2,2.2
384.3172,2.0,5.0,2.2
391.5172,2.0,1.2,2.2
394.9058,2.0,1.4,2.2
398.5106,1.0,1.0,2.2
401.746,2.0,7.2,2.2
406.3259,1.0,0.6,2.2
409.0958,1.0,0.7,2.2
412.036,1.0,9.8,2.2
419.236,1.0,3.6,2.2
424.9981,2.0,0.8,2.2
427.9805,2.0,0.7,2.2
430.9028,1.0,9.6,2.2
437.8701,1.0,4.1,2.2
444.1265,1.0,1.2,2.2
447.5678,2.0,1.6,2.2
451.3895,2.0,0.8,2.2
454.4053,1.0,0.8,2.2
457.4261,2.0,0.7,2.2
460.3489,2.0,4.7,2.2
467.2912,1.0,1.0,2.2
470.5087,1.0,1.8,2.2
474.5449,2.0,0.8,2.2
477.5933,1.0,5.0,2.2
484.7933,1.0,1.1,2.2
488.1337,2.0,3.6,2.2
493.8957,2.0,2.2,2.2
498.3199,1.0,1.6,2.2
502.1493,1.0,2.7,2.2
507.0046,2.0,0.6,2.2
509.7712,2.0,0.6,2.2
512.578,1.0,6.6,2.2
