Event1 onset,Trial type,ISI1,Event1Dur
0.0,1.0,8.4,2.2
6.5566,2.0,1.9,2.2
10.7052,1.0,0.9,2.2
13.8075,2.0,3.9,2.2
19.9446,2.0,0.9,2.2
23.0306,1.0,5.0,2.2
30.2306,2.0,1.1,2.2
33.5605,2.0,0.8,2.2
36.6031,1.0,1.7,2.2
40.5131,2.0,0.8,2.2
43.4804,1.0,3.7,2.2
49.3979,2.0,1.1,2.2
52.746,1.0,1.4,2.2
56.3602,1.0,1.2,2.2
59.7384,1.0,3.0,2.2
64.9538,1.0,0.8,2.2
67.9348,1.0,4.0,2.2
74.0923,1.0,5.0,2.2
81.2923,1.0,2.7,2.2
86.2244,2.0,2.0,2.2
90.4188,1.0,5.0,2.2
97.6188,2.0,1.0,2.2
100.8224,2.0,0.9,2.2
103.9346,1.0,0.7,2.2
106.8602,2.0,0.5,2.2
109.5801,2.0,5.0,2.2
116.7801,2.0,0.5,2.2
119.522,1.0,4.3,2.2
126.0578,1.0,2.5,2.2
130.8049,1.0,0.8,2.2
133.7704,2.0,0.6,2.2
136.5539,1.0,0.9,2.2
139.6811,2.0,5.0,2.2
146.8811,1.0,6.3,2.2
151.3463,2.0,3.9,2.2
157.4901,2.0,1.4,2.2
161.1364,2.0,1.8,2.2
165.1838,1.0,1.7,2.2
169.0603,1.0,1.0,2.2
172.2639,2.0,1.1,2.2
175.5897,1.0,6.1,2.2
179.8492,1.0,4.3,2.2
186.3231,1.0,0.8,2.2
189.3657,1.0,1.3,2.2
192.8632,1.0,0.7,2.2
195.7659,1.0,0.9,2.2
198.8415,2.0,0.7,2.2
201.7728,1.0,1.6,2.2
205.5452,2.0,1.4,2.2
209.1032,2.0,2.3,2.2
213.5859,2.0,1.6,2.2
217.4258,1.0,5.7,2.2
221.3654,2.0,1.5,2.2
225.0324,1.0,1.6,2.2
228.8197,2.0,0.8,2.2
231.8364,1.0,2.7,2.2
236.7339,2.0,2.2,2.2
241.0888,1.0,0.7,2.2
244.016,2.0,1.7,2.2
247.9196,2.0,1.1,2.2
251.2346,2.0,0.6,2.2
254.0751,1.0,0.6,2.2
256.906,2.0,3.1,2.2
262.1646,1.0,1.1,2.2
265.5128,2.0,1.4,2.2
269.0678,1.0,1.1,2.2
272.3827,2.0,0.7,2.2
275.2992,1.0,4.8,2.2
282.2625,2.0,2.7,2.2
287.1177,2.0,3.4,2.2
292.7267,1.0,0.9,2.2
295.8127,2.0,9.0,2.2
303.0127,1.0,0.7,2.2
305.866,1.0,0.7,2.2
308.812,2.0,2.7,2.2
313.7451,1.0,1.1,2.2
317.0709,2.0,4.0,2.2
323.2935,1.0,0.6,2.2
326.1405,2.0,4.6,2.2
332.9186,2.0,5.0,2.2
340.1186,1.0,5.0,2.2
347.3186,1.0,0.7,2.2
350.2056,2.0,6.6,2.2
354.9599,1.0,5.0,2.2
362.1599,1.0,5.0,2.2
369.3599,1.0,5.0,2.2
376.5599,1.0,1.4,2.2
380.2061,2.0,0.8,2.2
383.1717,1.0,9.0,2.2
390.3717,2.0,0.7,2.2
393.2586,1.0,1.5,2.2
396.9257,1.0,1.1,2.2
400.1947,2.0,0.8,2.2
403.2198,1.0,1.7,2.2
407.0777,2.0,0.6,2.2
409.9087,1.0,0.8,2.2
412.9349,2.0,3.8,2.2
418.9331,2.0,4.8,2.2
425.8964,2.0,0.9,2.2
429.0236,2.0,2.1,2.2
433.3729,2.0,3.5,2.2
439.0397,2.0,2.5,2.2
443.7813,1.0,6.3,2.2
448.264,2.0,1.7,2.2
452.1219,1.0,7.0,2.2
457.339,1.0,0.8,2.2
460.3686,2.0,1.4,2.2
463.9828,2.0,1.4,2.2
467.6324,1.0,4.0,2.2
473.855,1.0,0.6,2.2
476.6385,2.0,1.1,2.2
479.9075,2.0,2.3,2.2
484.3727,1.0,5.0,2.2
491.5727,2.0,3.7,2.2
497.4273,1.0,0.9,2.2
500.5456,2.0,1.0,2.2
503.7214,2.0,4.3,2.2
510.1954,1.0,0.5,2.2
512.9153,2.0,5.0,2.2
520.1153,2.0,5.7,2.2
