Event1 onset,Trial type,ISI1,Event1Dur
0.0,1.0,0.5,2.5
3.0321,1.0,1.7,2.5
7.2598,2.0,0.7,2.5
10.4642,1.0,1.0,2.5
13.9912,1.0,3.1,2.5
19.6285,1.0,0.6,2.5
22.7322,2.0,2.2,2.5
27.4199,1.0,4.0,2.5
33.9199,2.0,0.6,2.5
37.0014,1.0,0.8,2.5
40.2982,1.0,3.0,2.5
45.8293,2.0,8.0,2.5
52.3293,2.0,4.0,2.5
58.8293,2.0,0.2,2.5
61.4818,1.0,0.5,2.5
64.5102,2.0,0.0,2.5
67.0147,1.0,0.2,2.5
69.7124,2.0,4.0,2.5
76.2124,1.0,0.2,2.5
78.9602,2.0,0.2,2.5
81.7039,2.0,0.5,2.5
84.7323,2.0,0.6,2.5
87.8798,1.0,1.2,2.5
91.5777,2.0,0.4,2.5
94.4768,1.0,4.0,2.5
100.9768,2.0,0.3,2.5
103.7314,2.0,0.0,2.5
106.27,1.0,4.0,2.5
112.77,1.0,4.0,2.5
119.27,2.0,0.2,2.5
122.0037,1.0,0.6,2.5
125.1513,2.0,0.2,2.5
127.8366,1.0,4.0,2.5
134.3366,2.0,1.3,2.5
138.1347,2.0,7.0,2.5
143.6209,1.0,0.3,2.5
146.3755,2.0,1.8,2.5
150.6996,1.0,0.7,2.5
153.9039,1.0,1.2,2.5
157.5658,2.0,3.5,2.5
163.5821,2.0,1.3,2.5
167.4294,1.0,3.6,2.5
173.4839,1.0,1.3,2.5
177.2845,2.0,0.6,2.5
180.4133,2.0,0.1,2.5
183.049,2.0,0.3,2.5
185.8454,1.0,2.8,2.5
191.1772,2.0,3.6,2.5
197.3137,1.0,1.7,2.5
201.4729,2.0,4.0,2.5
207.9729,2.0,0.7,2.5
211.1524,2.0,7.7,2.5
217.3511,1.0,1.2,2.5
221.0278,2.0,6.0,2.5
225.5299,1.0,2.7,2.5
230.7368,2.0,0.6,2.5
233.8781,2.0,4.0,2.5
240.3781,2.0,0.3,2.5
243.2266,1.0,0.3,2.5
246.0751,2.0,6.1,2.5
250.6611,1.0,1.8,2.5
255.0059,2.0,4.0,2.5
261.5059,2.0,2.3,2.5
266.3224,1.0,1.2,2.5
270.0493,1.0,8.0,2.5
276.5493,2.0,0.2,2.5
279.247,1.0,4.0,2.5
285.747,2.0,7.7,2.5
291.9747,1.0,0.1,2.5
294.5702,2.0,4.0,2.5
301.0702,1.0,0.6,2.5
304.1991,1.0,3.7,2.5
310.4146,1.0,8.0,2.5
316.9146,2.0,1.2,2.5
320.6435,1.0,0.3,2.5
323.4399,2.0,0.8,2.5
326.6992,2.0,1.2,2.5
330.3971,1.0,6.4,2.5
335.2794,2.0,0.3,2.5
338.115,1.0,0.7,2.5
341.2945,2.0,0.2,2.5
343.9818,1.0,2.1,2.5
348.5471,1.0,3.1,2.5
354.1808,2.0,1.7,2.5
358.34,1.0,3.6,2.5
364.4765,1.0,1.3,2.5
368.3024,2.0,4.0,2.5
374.8024,2.0,0.7,2.5
377.9863,1.0,0.4,2.5
380.8853,1.0,4.0,2.5
387.3853,1.0,0.2,2.5
390.129,2.0,1.4,2.5
393.9938,1.0,0.9,2.5
397.4284,1.0,0.9,2.5
400.795,1.0,0.9,2.5
404.2053,1.0,0.2,2.5
406.8902,2.0,0.6,2.5
410.0001,1.0,0.3,2.5
412.8449,2.0,4.0,2.5
419.3449,2.0,0.4,2.5
422.2378,1.0,0.3,2.5
425.0382,2.0,0.2,2.5
427.7418,1.0,0.1,2.5
430.337,2.0,1.6,2.5
434.4061,1.0,0.1,2.5
436.9703,1.0,0.9,2.5
440.3599,2.0,4.0,2.5
446.8599,1.0,8.0,2.5
453.3599,1.0,0.2,2.5
456.0635,2.0,0.1,2.5
458.6591,2.0,4.0,2.5
465.1591,2.0,0.5,2.5
468.1337,1.0,3.7,2.5
474.3569,2.0,1.0,2.5
477.8839,2.0,2.0,2.5
482.342,2.0,0.1,2.5
484.9062,2.0,0.3,2.5
487.7509,1.0,1.5,2.5
491.7479,1.0,1.6,2.5
495.8169,1.0,2.0,2.5
