Event1 onset,Trial type,ISI1,Event1Dur
0.0,2.0,0.5,2.2
2.7335,1.0,1.0,2.2
5.9447,2.0,3.6,2.2
11.7472,1.0,3.1,2.2
17.0503,2.0,0.8,2.2
20.0021,1.0,1.3,2.2
23.4559,2.0,5.0,2.2
30.6559,1.0,1.5,2.2
34.3657,1.0,0.7,2.2
37.2439,1.0,2.5,2.2
41.9911,2.0,2.2,2.2
46.3627,1.0,8.4,2.2
53.5627,1.0,5.0,2.2
60.7627,1.0,1.1,2.2
64.0891,1.0,1.0,2.2
67.2668,2.0,4.8,2.2
74.2723,2.0,1.8,2.2
78.2627,2.0,0.7,2.2
81.1754,1.0,3.6,2.2
86.9779,2.0,0.7,2.2
89.8563,1.0,4.3,2.2
96.3206,1.0,0.8,2.2
99.3475,2.0,0.8,2.2
102.3219,1.0,1.6,2.2
106.1523,2.0,1.0,2.2
109.3162,1.0,1.5,2.2
113.0426,2.0,0.7,2.2
115.9363,2.0,1.2,2.2
119.3672,1.0,2.7,2.2
124.2885,1.0,6.1,2.2
129.2314,2.0,3.2,2.2
134.6649,2.0,0.5,2.2
137.4028,1.0,5.0,2.2
144.6028,2.0,1.4,2.2
148.211,1.0,0.7,2.2
151.1047,2.0,1.3,2.2
154.5585,2.0,0.6,2.2
157.3894,1.0,1.1,2.2
160.6654,2.0,0.8,2.2
163.6348,2.0,0.8,2.2
166.6302,1.0,2.4,2.2
171.2352,1.0,1.1,2.2
174.5263,2.0,4.3,2.2
180.9906,2.0,7.1,2.2
186.9196,1.0,0.8,2.2
189.889,2.0,1.5,2.2
193.5987,2.0,0.9,2.2
196.682,2.0,1.5,2.2
200.4084,1.0,5.0,2.2
207.6084,2.0,5.8,2.2
212.2134,1.0,8.4,2.2
219.4134,2.0,1.9,2.2
223.5185,1.0,1.3,2.2
226.9733,1.0,0.6,2.2
229.7929,1.0,2.0,2.2
234.0373,2.0,1.3,2.2
237.505,2.0,0.9,2.2
240.5973,1.0,1.1,2.2
243.8656,2.0,3.1,2.2
249.1712,1.0,0.9,2.2
252.2545,1.0,0.7,2.2
255.1287,2.0,8.1,2.2
262.0131,2.0,2.6,2.2
266.7846,1.0,0.8,2.2
269.7906,2.0,1.7,2.2
273.6724,2.0,5.0,2.2
280.8724,1.0,1.8,2.2
284.8628,2.0,0.7,2.2
287.7409,1.0,0.6,2.2
290.5039,2.0,5.1,2.2
294.4069,1.0,0.6,2.2
297.1971,2.0,1.0,2.2
300.3967,1.0,3.1,2.2
305.6921,1.0,3.0,2.2
310.9006,2.0,0.9,2.2
313.9508,2.0,1.7,2.2
317.8535,2.0,2.3,2.2
322.4031,1.0,2.6,2.2
327.2196,2.0,5.0,2.2
334.4196,1.0,4.0,2.2
340.6363,2.0,1.0,2.2
343.7898,2.0,2.8,2.2
348.7485,1.0,3.9,2.2
354.8556,2.0,5.0,2.2
362.0556,1.0,2.4,2.2
366.6445,1.0,0.9,2.2
369.7369,2.0,5.0,2.2
376.9369,2.0,3.0,2.2
382.1454,1.0,1.4,2.2
385.7751,1.0,3.3,2.2
391.2538,2.0,0.8,2.2
394.2583,2.0,0.7,2.2
397.2023,1.0,4.7,2.2
404.0867,2.0,0.6,2.2
406.8497,1.0,5.2,2.2
410.8349,2.0,0.6,2.2
413.628,1.0,1.3,2.2
417.1436,1.0,0.6,2.2
419.9773,2.0,2.7,2.2
424.9201,1.0,1.9,2.2
429.0252,2.0,5.0,2.2
436.2252,2.0,3.2,2.2
441.5906,1.0,1.3,2.2
445.0582,1.0,1.7,2.2
448.9609,2.0,2.2,2.2
453.4094,2.0,2.7,2.2
458.2674,1.0,0.7,2.2
461.1951,2.0,1.3,2.2
464.7107,1.0,5.0,2.2
471.9107,2.0,5.0,2.2
479.1107,1.0,5.0,2.2
486.3107,2.0,5.0,2.2
493.5107,1.0,1.0,2.2
496.6827,2.0,0.7,2.2
499.5461,1.0,0.6,2.2
502.3534,1.0,0.8,2.2
505.3569,1.0,4.7,2.2
512.3053,2.0,4.1,2.2
518.6349,1.0,5.4,2.2
522.8441,1.0,8.4,2.2
