Event1 onset,Trial type,ISI1,Event1Dur
0.0,1.0,1.3,2.2
3.4694,1.0,0.8,2.2
6.5069,2.0,0.9,2.2
9.5875,1.0,1.1,2.2
12.8842,2.0,1.2,2.2
16.3062,1.0,3.9,2.2
22.4187,2.0,5.4,2.2
28.4556,1.0,2.8,2.2
33.487,2.0,5.7,2.2
39.7629,1.0,5.0,2.2
46.9629,1.0,4.9,2.2
52.5034,1.0,1.0,2.2
55.6995,2.0,1.0,2.2
58.8517,1.0,0.6,2.2
61.65,2.0,5.0,2.2
68.85,1.0,0.9,2.2
71.9305,2.0,3.3,2.2
75.8511,1.0,0.6,2.2
78.6183,2.0,0.5,2.2
81.3457,2.0,2.5,2.2
86.06,2.0,0.9,2.2
89.163,1.0,0.9,2.2
92.2195,2.0,1.1,2.2
95.5381,2.0,5.0,2.2
102.7381,1.0,0.9,2.2
105.8734,1.0,5.0,2.2
113.0734,1.0,1.7,2.2
116.9565,1.0,1.2,2.2
120.3785,1.0,4.4,2.2
126.9898,1.0,5.0,2.2
134.1898,2.0,2.3,2.2
138.6828,2.0,0.8,2.2
141.6469,2.0,0.8,2.2
144.6959,1.0,0.5,2.2
147.4458,2.0,1.6,2.2
151.198,1.0,1.6,2.2
155.0458,1.0,2.1,2.2
159.3522,1.0,5.0,2.2
166.5522,2.0,4.6,2.2
173.3844,2.0,1.5,2.2
177.0775,1.0,0.5,2.2
179.7885,1.0,3.0,2.2
184.9676,2.0,6.6,2.2
192.1676,1.0,0.8,2.2
195.1316,1.0,3.9,2.2
201.1924,1.0,5.0,2.2
208.3924,2.0,0.6,2.2
211.1832,2.0,0.7,2.2
214.0465,1.0,1.1,2.2
217.365,1.0,2.8,2.2
222.373,1.0,3.8,2.2
228.4098,1.0,5.0,2.2
235.6098,1.0,2.1,2.2
239.9193,2.0,1.5,2.2
243.6437,2.0,5.0,2.2
250.8437,2.0,2.1,2.2
255.1532,2.0,3.0,2.2
260.3322,1.0,3.5,2.2
266.0374,2.0,0.8,2.2
268.9972,2.0,2.7,2.2
273.8879,2.0,3.8,2.2
278.3245,1.0,4.6,2.2
283.5671,1.0,0.6,2.2
286.3603,2.0,3.6,2.2
292.1924,2.0,5.5,2.2
298.305,2.0,0.9,2.2
301.4282,1.0,0.5,2.2
304.1587,2.0,0.6,2.2
306.9879,1.0,2.7,2.2
311.8485,2.0,0.5,2.2
314.5595,1.0,5.0,2.2
321.7595,1.0,5.0,2.2
328.9595,2.0,0.9,2.2
332.0226,1.0,0.7,2.2
334.8858,2.0,2.0,2.2
339.0435,1.0,5.0,2.2
346.2435,1.0,1.6,2.2
350.033,2.0,5.0,2.2
357.233,1.0,4.6,2.2
364.0463,2.0,5.0,2.2
371.2463,1.0,1.5,2.2
374.9258,2.0,5.0,2.2
382.1258,2.0,3.2,2.2
385.9368,2.0,0.6,2.2
388.73,2.0,1.5,2.2
392.4143,2.0,2.0,2.2
396.6093,1.0,0.5,2.2
399.3367,2.0,2.1,2.2
403.643,1.0,0.6,2.2
406.3986,2.0,5.0,2.2
413.5986,2.0,3.2,2.2
419.0258,1.0,1.8,2.2
423.0378,2.0,4.9,2.2
430.1701,1.0,2.3,2.2
434.6632,1.0,1.5,2.2
438.3563,1.0,2.2,2.2
442.7356,2.0,0.5,2.2
445.4661,2.0,0.5,2.2
448.1981,2.0,0.6,2.2
450.9903,1.0,5.0,2.2
458.1903,1.0,0.8,2.2
461.1501,2.0,1.0,2.2
464.3498,1.0,0.8,2.2
467.3197,2.0,0.8,2.2
470.27,1.0,1.7,2.2
474.1283,1.0,2.0,2.2
478.3233,2.0,3.0,2.2
483.5659,2.0,5.0,2.2
490.7659,1.0,5.0,2.2
497.9659,1.0,1.7,2.2
501.8866,2.0,3.3,2.2
505.7872,2.0,2.5,2.2
510.4938,1.0,0.9,2.2
513.5568,2.0,1.7,2.2
517.44,1.0,5.0,2.2
524.64,2.0,2.8,2.2
529.6479,1.0,1.0,2.2
532.8475,2.0,1.6,2.2
536.6407,2.0,5.0,2.2
543.8407,2.0,1.7,2.2
