Event1 onset,Trial type,ISI1,Event1Dur
0.0,2.0,0.7,2.5
3.215,1.0,0.7,2.5
6.386,1.0,1.8,2.5
10.7351,2.0,0.6,2.5
13.7958,1.0,0.1,2.5
16.4222,1.0,0.9,2.5
19.8281,2.0,1.0,2.5
23.3755,2.0,0.4,2.5
26.2272,1.0,4.0,2.5
32.7272,1.0,0.5,2.5
35.7678,1.0,2.5,2.5
40.7781,2.0,4.0,2.5
47.2781,1.0,4.2,2.5
51.4008,2.0,0.1,2.5
54.0272,1.0,3.2,2.5
59.7507,2.0,0.0,2.5
62.2998,1.0,0.8,2.5
65.5506,1.0,4.0,2.5
72.0506,1.0,6.6,2.5
78.5506,1.0,1.0,2.5
82.0797,2.0,0.6,2.5
85.2092,1.0,3.2,2.5
90.895,1.0,0.1,2.5
93.5078,1.0,0.6,2.5
96.6373,1.0,0.0,2.5
99.1495,2.0,2.8,2.5
104.4191,2.0,0.5,2.5
107.4018,1.0,2.7,2.5
112.6352,2.0,0.4,2.5
115.5068,1.0,0.3,2.5
118.263,1.0,1.0,2.5
121.7771,2.0,3.2,2.5
127.4559,1.0,2.7,2.5
132.6428,2.0,4.0,2.5
139.1428,2.0,2.4,2.5
144.0191,1.0,0.4,2.5
146.9131,2.0,2.6,2.5
152.0474,2.0,0.8,2.5
155.3273,2.0,1.0,2.5
158.8072,2.0,0.9,2.5
162.2131,2.0,6.6,2.5
168.7131,2.0,0.7,2.5
171.9206,1.0,1.9,2.5
176.3672,2.0,0.2,2.5
179.0207,2.0,0.1,2.5
181.6243,1.0,1.2,2.5
185.3355,1.0,1.6,2.5
189.4372,1.0,0.3,2.5
192.2015,2.0,0.1,2.5
194.8391,2.0,0.5,2.5
197.8797,2.0,3.9,2.5
204.3172,2.0,4.0,2.5
210.8172,1.0,3.6,2.5
216.9093,1.0,2.7,2.5
222.1559,1.0,2.6,2.5
227.2902,1.0,3.0,2.5
232.7822,1.0,0.8,2.5
236.1117,2.0,0.6,2.5
239.215,2.0,0.8,2.5
242.5444,1.0,6.6,2.5
249.0444,2.0,3.6,2.5
255.1364,1.0,0.4,2.5
257.9881,2.0,6.6,2.5
264.4881,2.0,0.3,2.5
267.2984,1.0,6.6,2.5
273.7984,1.0,0.1,2.5
276.4423,2.0,0.8,2.5
279.6931,2.0,3.6,2.5
285.7501,1.0,2.3,2.5
290.5349,1.0,0.4,2.5
293.4393,2.0,4.0,2.5
299.9393,2.0,4.0,2.5
306.4393,2.0,3.9,2.5
312.8809,2.0,0.4,2.5
315.7342,1.0,4.0,2.5
322.2342,2.0,0.7,2.5
325.4636,1.0,0.7,2.5
328.693,2.0,1.0,2.5
332.1621,2.0,1.8,2.5
336.4223,1.0,0.7,2.5
339.6372,2.0,0.9,2.5
343.0078,1.0,0.0,2.5
345.5284,2.0,4.0,2.5
352.0284,2.0,0.7,2.5
355.2146,2.0,1.4,2.5
359.0991,1.0,0.8,2.5
362.3789,2.0,1.6,2.5
366.4537,2.0,4.0,2.5
372.9537,2.0,2.5,2.5
377.9641,1.0,0.4,2.5
380.863,2.0,3.0,2.5
386.38,1.0,2.2,2.5
391.1252,1.0,0.1,2.5
393.7066,2.0,0.7,2.5
396.8776,2.0,2.7,2.5
402.0644,1.0,6.6,2.5
408.5644,1.0,4.0,2.5
415.0644,1.0,1.6,2.5
419.1454,1.0,0.8,2.5
422.4034,2.0,1.0,2.5
425.9325,1.0,4.0,2.5
432.4325,2.0,5.2,2.5
437.5429,1.0,0.1,2.5
440.1868,2.0,0.3,2.5
443.0254,1.0,0.0,2.5
445.5622,1.0,1.0,2.5
449.0376,2.0,6.6,2.5
455.5376,1.0,3.6,2.5
461.5946,2.0,2.7,2.5
466.828,2.0,0.7,2.5
470.0722,1.0,5.8,2.5
475.7511,1.0,0.6,2.5
478.8426,1.0,4.0,2.5
485.3426,1.0,4.0,2.5
491.8426,2.0,3.2,2.5
497.5025,1.0,1.2,2.5
501.21,2.0,1.0,2.5
504.6854,1.0,0.7,2.5
507.8929,2.0,0.1,2.5
510.4482,2.0,0.8,2.5
