Event1 onset,Trial type,ISI1,Event1Dur
0.0,1.0,1.5,2.5
4.0252,2.0,0.8,2.5
7.3259,1.0,3.8,2.5
13.5799,1.0,6.7,2.5
20.0799,2.0,0.4,2.5
22.9743,1.0,0.2,2.5
25.6272,2.0,0.6,2.5
28.7299,1.0,4.8,2.5
33.3253,2.0,3.1,2.5
38.9321,1.0,5.2,2.5
43.8844,2.0,3.1,2.5
49.5209,2.0,4.0,2.5
56.0209,1.0,4.0,2.5
62.5209,2.0,1.4,2.5
66.3747,1.0,6.2,2.5
72.3367,1.0,0.1,2.5
74.899,2.0,2.6,2.5
80.0182,2.0,4.0,2.5
86.5182,2.0,3.7,2.5
92.7216,2.0,0.7,2.5
95.9314,1.0,1.4,2.5
99.8553,1.0,0.4,2.5
102.7251,2.0,3.9,2.5
109.0757,2.0,4.0,2.5
115.5757,1.0,3.4,2.5
121.4854,2.0,1.1,2.5
125.0658,1.0,3.4,2.5
130.9472,2.0,3.8,2.5
137.2012,1.0,1.0,2.5
140.7424,2.0,0.7,2.5
143.9663,2.0,2.9,2.5
149.3462,2.0,1.3,2.5
153.1638,1.0,0.3,2.5
155.9264,1.0,0.9,2.5
159.2921,1.0,4.0,2.5
165.7921,1.0,0.3,2.5
168.6401,1.0,1.3,2.5
172.4577,2.0,0.2,2.5
175.1688,2.0,2.6,2.5
180.2292,1.0,1.1,2.5
183.8751,2.0,3.1,2.5
189.4691,1.0,1.5,2.5
193.4923,1.0,4.0,2.5
199.9923,2.0,3.5,2.5
206.0172,2.0,0.8,2.5
209.3493,1.0,1.1,2.5
212.9673,1.0,4.0,2.5
219.4673,2.0,2.0,2.5
223.9399,1.0,0.9,2.5
227.351,2.0,0.0,2.5
229.8889,1.0,0.7,2.5
233.1128,2.0,3.1,2.5
238.6685,2.0,0.3,2.5
241.5165,1.0,0.2,2.5
244.1789,2.0,0.1,2.5
246.8273,1.0,0.8,2.5
250.0839,2.0,3.4,2.5
255.9654,2.0,6.7,2.5
262.4654,1.0,1.7,2.5
266.6241,2.0,4.0,2.5
273.1241,2.0,4.0,2.5
279.6241,1.0,0.2,2.5
282.3352,1.0,1.1,2.5
285.9155,2.0,1.7,2.5
290.1112,2.0,0.2,2.5
292.8452,1.0,4.5,2.5
297.1671,1.0,0.8,2.5
300.4764,2.0,0.1,2.5
303.0388,1.0,0.4,2.5
305.9686,2.0,3.7,2.5
312.1526,1.0,0.4,2.5
315.0282,2.0,0.2,2.5
317.6906,1.0,0.5,2.5
320.647,1.0,4.0,2.5
327.147,2.0,1.1,2.5
330.7602,2.0,0.9,2.5
334.1824,2.0,0.2,2.5
336.8847,1.0,3.1,2.5
342.5212,2.0,0.3,2.5
345.2788,2.0,0.8,2.5
348.5902,2.0,4.0,2.5
355.0902,1.0,0.1,2.5
357.6563,2.0,0.3,2.5
360.4189,1.0,2.1,2.5
365.0622,1.0,1.2,2.5
368.7367,2.0,6.3,2.5
374.8823,1.0,1.1,2.5
378.5277,1.0,0.6,2.5
381.6175,1.0,4.0,2.5
388.1175,1.0,2.9,2.5
393.56,1.0,4.0,2.5
400.06,2.0,0.1,2.5
402.6111,1.0,0.0,2.5
405.149,1.0,5.5,2.5
410.4054,2.0,1.5,2.5
414.3639,1.0,5.5,2.5
419.6494,1.0,0.4,2.5
422.5344,2.0,0.2,2.5
425.242,1.0,0.1,2.5
427.7994,2.0,1.1,2.5
431.4173,2.0,0.1,2.5
433.9746,1.0,0.1,2.5
436.5257,1.0,3.6,2.5
442.5915,1.0,4.0,2.5
449.0915,1.0,5.8,2.5
454.6855,1.0,2.0,2.5
459.1581,2.0,1.2,2.5
462.8327,1.0,0.4,2.5
465.7271,2.0,0.6,2.5
468.816,2.0,1.1,2.5
472.4619,2.0,2.8,2.5
477.7474,1.0,3.9,2.5
484.098,2.0,1.4,2.5
488.0219,1.0,3.7,2.5
494.2413,2.0,0.2,2.5
496.8941,2.0,0.4,2.5
499.7639,2.0,0.4,2.5
502.6489,1.0,0.6,2.5
505.7517,2.0,0.6,2.5
508.891,2.0,0.8,2.5
