Event1 onset,Trial type,ISI1,Event1Dur
0.0,1.0,5.0,2.2
7.2,1.0,3.4,2.2
12.8486,1.0,7.0,2.2
20.0486,2.0,4.5,2.2
26.7229,2.0,4.5,2.2
31.3833,2.0,0.8,2.2
34.3761,1.0,5.0,2.2
41.5761,2.0,5.0,2.2
48.7761,1.0,1.3,2.2
52.3082,2.0,1.2,2.2
55.6936,1.0,2.1,2.2
59.9706,1.0,4.0,2.2
64.1839,2.0,0.8,2.2
67.1666,1.0,0.9,2.2
70.3105,2.0,4.1,2.2
76.5675,2.0,0.5,2.2
79.2841,1.0,2.5,2.2
83.9609,2.0,4.0,2.2
88.1742,2.0,5.0,2.2
95.3742,2.0,6.5,2.2
102.0379,2.0,2.6,2.2
106.8857,1.0,2.0,2.2
111.0495,2.0,2.1,2.2
115.3082,2.0,0.6,2.2
118.1101,1.0,1.1,2.2
121.3719,2.0,0.7,2.2
124.2979,1.0,3.7,2.2
128.2235,2.0,7.0,2.2
135.4235,2.0,1.0,2.2
138.6128,1.0,0.6,2.2
141.385,2.0,5.0,2.2
148.585,1.0,3.1,2.2
153.9313,1.0,1.8,2.2
157.9793,1.0,5.0,2.2
165.1793,1.0,1.2,2.2
168.5647,2.0,2.4,2.2
173.1829,1.0,1.5,2.2
176.9213,2.0,1.6,2.2
180.6758,1.0,0.5,2.2
183.4213,2.0,0.9,2.2
186.5001,1.0,1.8,2.2
190.4746,1.0,0.8,2.2
193.5049,1.0,0.9,2.2
196.5958,2.0,0.9,2.2
199.7398,2.0,5.0,2.2
206.9398,1.0,5.0,2.2
214.1398,2.0,3.4,2.2
219.7883,2.0,0.8,2.2
222.8034,1.0,0.6,2.2
225.6033,2.0,1.5,2.2
229.3238,1.0,1.6,2.2
233.0786,2.0,2.5,2.2
237.7468,1.0,0.8,2.2
240.7396,2.0,0.6,2.2
243.5117,1.0,0.5,2.2
246.2197,1.0,5.0,2.2
253.4197,1.0,5.0,2.2
260.6197,1.0,0.8,2.2
263.6348,2.0,0.7,2.2
266.5418,2.0,0.5,2.2
269.2499,1.0,1.6,2.2
273.0952,1.0,1.8,2.2
277.0894,1.0,5.0,2.2
284.2894,2.0,0.8,2.2
287.3103,1.0,1.5,2.2
290.9934,1.0,4.0,2.2
297.2257,2.0,1.2,2.2
300.6232,1.0,0.9,2.2
303.7128,2.0,0.6,2.2
306.5127,1.0,1.0,2.2
309.7207,2.0,0.9,2.2
312.8116,1.0,5.0,2.2
320.0116,2.0,3.1,2.2
325.358,2.0,1.4,2.2
328.9669,2.0,1.0,2.2
332.1634,2.0,1.6,2.2
335.9182,2.0,5.0,2.2
343.1182,2.0,5.0,2.2
350.3182,1.0,4.1,2.2
356.5751,2.0,7.0,2.2
363.7751,1.0,1.5,2.2
367.4956,1.0,2.0,2.2
371.6631,2.0,1.6,2.2
375.5084,1.0,4.5,2.2
382.1721,1.0,4.7,2.2
389.0964,1.0,1.4,2.2
392.6773,1.0,1.1,2.2
396.0047,2.0,2.4,2.2
400.5686,1.0,0.8,2.2
403.5666,2.0,0.6,2.2
406.3875,2.0,1.1,2.2
409.7149,2.0,2.0,2.2
413.8919,1.0,2.5,2.2
418.5523,2.0,1.1,2.2
421.8267,2.0,2.6,2.2
426.6034,2.0,0.6,2.2
429.378,2.0,6.7,2.2
436.3069,2.0,1.8,2.2
440.3549,1.0,5.0,2.2
447.5549,2.0,5.0,2.2
454.7549,2.0,0.9,2.2
457.8557,2.0,1.8,2.2
461.877,1.0,1.0,2.2
465.0735,2.0,0.7,2.2
467.9734,2.0,5.0,2.2
475.1734,1.0,2.6,2.2
479.9501,2.0,2.9,2.2
485.0804,1.0,0.6,2.2
487.8824,1.0,1.6,2.2
491.7277,2.0,2.0,2.2
495.9751,1.0,5.0,2.2
503.1751,1.0,2.9,2.2
508.2703,1.0,1.9,2.2
512.3371,1.0,0.8,2.2
515.3198,1.0,5.0,2.2
522.5198,1.0,0.7,2.2
525.4217,2.0,3.2,2.2
530.8608,1.0,2.0,2.2
535.0378,2.0,6.0,2.2
541.2863,1.0,0.9,2.2
