Event1 onset	Trial type	ISI1	Event1Dur	
0.0000	1.0000	0.5656	2.5000	
3.0656	2.0000	0.1387	2.5000	
5.7042	1.0000	0.0711	2.5000	
8.2753	2.0000	0.8387	2.5000	
11.6140	1.0000	4.0000	2.5000	
18.1140	2.0000	4.0000	2.5000	
24.6140	1.0000	0.1325	2.5000	
27.2464	2.0000	0.2853	2.5000	
30.0318	2.0000	0.8604	2.5000	
33.3922	1.0000	0.2676	2.5000	
36.1598	2.0000	3.0278	2.5000	
41.6876	1.0000	1.5386	2.5000	
45.7262	1.0000	4.0000	2.5000	
52.2262	1.0000	4.0000	2.5000	
58.7262	1.0000	3.4129	2.5000	
64.6391	2.0000	0.8155	2.5000	
67.9545	1.0000	0.9882	2.5000	
71.4428	2.0000	2.2351	2.5000	
76.1778	2.0000	2.5249	2.5000	
81.2028	2.0000	1.5386	2.5000	
85.2414	1.0000	2.3274	2.5000	
90.0688	2.0000	4.0000	2.5000	
96.5688	1.0000	4.0000	2.5000	
103.0688	2.0000	1.4042	2.5000	
106.9730	1.0000	0.5546	2.5000	
110.0276	2.0000	0.5922	2.5000	
113.1197	2.0000	2.3420	2.5000	
117.9618	2.0000	0.1251	2.5000	
120.5868	2.0000	1.2674	2.5000	
124.3542	2.0000	1.4068	2.5000	
128.2609	2.0000	0.5656	2.5000	
131.3265	1.0000	0.7801	2.5000	
134.6066	1.0000	1.0504	2.5000	
138.1569	2.0000	3.3975	2.5000	
144.0545	1.0000	4.0000	2.5000	
150.5545	1.0000	2.3420	2.5000	
155.3965	2.0000	4.0000	2.5000	
161.8965	2.0000	4.0000	2.5000	
168.3965	1.0000	2.2069	2.5000	
173.1034	1.0000	2.2351	2.5000	
177.8385	2.0000	4.0000	2.5000	
184.3385	1.0000	1.6839	2.5000	
188.5223	2.0000	2.8626	2.5000	
193.8849	2.0000	2.5671	2.5000	
198.9520	2.0000	1.3405	2.5000	
202.7925	1.0000	1.3421	2.5000	
206.6347	1.0000	4.0000	2.5000	
213.1347	2.0000	4.0000	2.5000	
219.6347	1.0000	0.1069	2.5000	
222.2416	2.0000	0.7028	2.5000	
225.4444	1.0000	2.5671	2.5000	
230.5115	1.0000	4.0000	2.5000	
237.0115	2.0000	0.2623	2.5000	
239.7738	1.0000	4.0000	2.5000	
246.2738	2.0000	0.5546	2.5000	
249.3284	1.0000	1.3097	2.5000	
253.1381	2.0000	1.0430	2.5000	
256.6811	1.0000	3.6063	2.5000	
262.7874	2.0000	1.1154	2.5000	
266.4027	1.0000	0.0983	2.5000	
269.0011	2.0000	1.7641	2.5000	
273.2652	2.0000	0.9517	2.5000	
276.7169	1.0000	0.8693	2.5000	
280.0862	1.0000	4.0000	2.5000	
286.5862	2.0000	4.0000	2.5000	
293.0862	2.0000	4.0000	2.5000	
299.5862	2.0000	0.2990	2.5000	
302.3852	1.0000	0.8604	2.5000	
305.7456	2.0000	0.2757	2.5000	
308.5213	2.0000	4.0000	2.5000	
315.0213	1.0000	2.3979	2.5000	
319.9192	1.0000	0.5922	2.5000	
323.0114	2.0000	0.1664	2.5000	
325.6778	1.0000	0.6521	2.5000	
328.8298	2.0000	0.9882	2.5000	
332.3181	1.0000	4.0000	2.5000	
338.8181	2.0000	0.2676	2.5000	
341.5857	1.0000	0.1387	2.5000	
344.2243	1.0000	4.0000	2.5000	
350.7243	2.0000	0.9965	2.5000	
354.2208	1.0000	0.1310	2.5000	
356.8518	2.0000	4.0000	2.5000	
363.3518	1.0000	0.8155	2.5000	
366.6673	1.0000	0.1645	2.5000	
369.3317	1.0000	0.0751	2.5000	
371.9069	1.0000	0.4823	2.5000	
374.8892	1.0000	1.4068	2.5000	
378.7959	2.0000	0.5075	2.5000	
381.8035	2.0000	0.8113	2.5000	
385.1148	2.0000	0.7471	2.5000	
388.3619	1.0000	0.7471	2.5000	
391.6089	2.0000	0.1188	2.5000	
394.2277	2.0000	1.6359	2.5000	
398.3636	1.0000	1.1255	2.5000	
401.9891	2.0000	1.0504	2.5000	
405.5395	1.0000	1.2668	2.5000	
409.3063	1.0000	2.6832	2.5000	
414.4895	1.0000	4.0000	2.5000	
420.9895	2.0000	0.1645	2.5000	
423.6539	1.0000	0.2853	2.5000	
426.4392	2.0000	0.0751	2.5000	
429.0144	2.0000	0.4823	2.5000	
431.9967	2.0000	1.6267	2.5000	
436.1234	1.0000	0.2787	2.5000	
438.9021	1.0000	3.3607	2.5000	
444.7628	2.0000	0.8693	2.5000	
448.1321	1.0000	2.2041	2.5000	
452.8361	1.0000	1.6359	2.5000	
456.9721	2.0000	0.1310	2.5000	
459.6031	1.0000	0.2757	2.5000	
462.3788	1.0000	4.0000	2.5000	
468.8788	2.0000	0.7801	2.5000	
472.1589	1.0000	0.2990	2.5000	
474.9578	1.0000	4.0000	2.5000	
481.4578	2.0000	4.0000	2.5000	
487.9578	2.0000	0.0131	2.5000	
490.4709	1.0000	0.1664	2.5000	
493.1373	2.0000	0.3809	2.5000	
496.0182	2.0000	0.0983	2.5000	
498.6166	1.0000	4.0000	2.5000	

