Event1 onset	Trial type	ISI1	Event1Dur	
0.0000	2.0000	0.7150	2.5000	
3.2150	1.0000	0.6710	2.5000	
6.3860	1.0000	1.8491	2.5000	
10.7351	2.0000	0.5607	2.5000	
13.7958	1.0000	0.1264	2.5000	
16.4222	1.0000	0.9059	2.5000	
19.8281	2.0000	1.0474	2.5000	
23.3755	2.0000	0.3517	2.5000	
26.2272	1.0000	4.0000	2.5000	
32.7272	1.0000	0.5406	2.5000	
35.7678	1.0000	2.5103	2.5000	
40.7781	2.0000	4.0000	2.5000	
47.2781	1.0000	1.6227	2.5000	
51.4008	2.0000	0.1264	2.5000	
54.0272	1.0000	3.2235	2.5000	
59.7507	2.0000	0.0492	2.5000	
62.2998	1.0000	0.7508	2.5000	
65.5506	1.0000	4.0000	2.5000	
72.0506	1.0000	4.0000	2.5000	
78.5506	1.0000	1.0291	2.5000	
82.0797	2.0000	0.6295	2.5000	
85.2092	1.0000	3.1858	2.5000	
90.8950	1.0000	0.1127	2.5000	
93.5078	1.0000	0.6295	2.5000	
96.6373	1.0000	0.0122	2.5000	
99.1495	2.0000	2.7696	2.5000	
104.4191	2.0000	0.4826	2.5000	
107.4018	1.0000	2.7334	2.5000	
112.6352	2.0000	0.3716	2.5000	
115.5068	1.0000	0.2562	2.5000	
118.2630	1.0000	1.0140	2.5000	
121.7771	2.0000	3.1789	2.5000	
127.4559	1.0000	2.6868	2.5000	
132.6428	2.0000	4.0000	2.5000	
139.1428	2.0000	2.3764	2.5000	
144.0191	1.0000	0.3940	2.5000	
146.9131	2.0000	2.6343	2.5000	
152.0474	2.0000	0.7798	2.5000	
155.3273	2.0000	0.9799	2.5000	
158.8072	2.0000	0.9059	2.5000	
162.2131	2.0000	4.0000	2.5000	
168.7131	2.0000	0.7075	2.5000	
171.9206	1.0000	1.9466	2.5000	
176.3672	2.0000	0.1534	2.5000	
179.0207	2.0000	0.1036	2.5000	
181.6243	1.0000	1.2112	2.5000	
185.3355	1.0000	1.6017	2.5000	
189.4372	1.0000	0.2643	2.5000	
192.2015	2.0000	0.1376	2.5000	
194.8391	2.0000	0.5406	2.5000	
197.8797	2.0000	3.9375	2.5000	
204.3172	2.0000	4.0000	2.5000	
210.8172	1.0000	3.5921	2.5000	
216.9093	1.0000	2.7466	2.5000	
222.1559	1.0000	2.6343	2.5000	
227.2902	1.0000	2.9921	2.5000	
232.7822	1.0000	0.8294	2.5000	
236.1117	2.0000	0.6033	2.5000	
239.2150	2.0000	0.8294	2.5000	
242.5444	1.0000	4.0000	2.5000	
249.0444	2.0000	3.5921	2.5000	
255.1364	1.0000	0.3517	2.5000	
257.9881	2.0000	4.0000	2.5000	
264.4881	2.0000	0.3102	2.5000	
267.2984	1.0000	4.0000	2.5000	
273.7984	1.0000	0.1439	2.5000	
276.4423	2.0000	0.7508	2.5000	
279.6931	2.0000	3.5570	2.5000	
285.7501	1.0000	2.2848	2.5000	
290.5349	1.0000	0.4044	2.5000	
293.4393	2.0000	4.0000	2.5000	
299.9393	2.0000	4.0000	2.5000	
306.4393	2.0000	3.9416	2.5000	
312.8809	2.0000	0.3533	2.5000	
315.7342	1.0000	4.0000	2.5000	
322.2342	2.0000	0.7294	2.5000	
325.4636	1.0000	0.7294	2.5000	
328.6930	2.0000	0.9692	2.5000	
332.1621	2.0000	1.7601	2.5000	
336.4223	1.0000	0.7150	2.5000	
339.6372	2.0000	0.8706	2.5000	
343.0078	1.0000	0.0205	2.5000	
345.5284	2.0000	4.0000	2.5000	
352.0284	2.0000	0.6863	2.5000	
355.2146	2.0000	1.3844	2.5000	
359.0991	1.0000	0.7798	2.5000	
362.3789	2.0000	1.5748	2.5000	
366.4537	2.0000	4.0000	2.5000	
372.9537	2.0000	2.5103	2.5000	
377.9641	1.0000	0.3989	2.5000	
380.8630	2.0000	3.0170	2.5000	
386.3800	1.0000	2.2452	2.5000	
391.1252	1.0000	0.0815	2.5000	
393.7066	2.0000	0.6710	2.5000	
396.8776	2.0000	2.6868	2.5000	
402.0644	1.0000	4.0000	2.5000	
408.5644	1.0000	4.0000	2.5000	
415.0644	1.0000	1.5810	2.5000	
419.1454	1.0000	0.7580	2.5000	
422.4034	2.0000	1.0291	2.5000	
425.9325	1.0000	4.0000	2.5000	
432.4325	2.0000	2.6104	2.5000	
437.5429	1.0000	0.1438	2.5000	
440.1868	2.0000	0.3386	2.5000	
443.0254	1.0000	0.0368	2.5000	
445.5622	1.0000	0.9754	2.5000	
449.0376	2.0000	4.0000	2.5000	
455.5376	1.0000	3.5570	2.5000	
461.5946	2.0000	2.7334	2.5000	
466.8280	2.0000	0.7442	2.5000	
470.0722	1.0000	3.1789	2.5000	
475.7511	1.0000	0.5915	2.5000	
478.8426	1.0000	4.0000	2.5000	
485.3426	1.0000	4.0000	2.5000	
491.8426	2.0000	3.1599	2.5000	
497.5025	1.0000	1.2075	2.5000	
501.2100	2.0000	0.9754	2.5000	
504.6854	1.0000	0.7075	2.5000	
507.8929	2.0000	0.0554	2.5000	
510.4482	2.0000	0.7580	2.5000	

